,67820
776.401,0.01681115
776.589,0.016428283
776.777,0.016418618
776.964,0.016682029
777.152,0.016316665
777.34,0.015534896
777.527,0.015143846
777.715,0.014437838
777.903,0.013431489
778.09,0.0129089
778.278,0.012306822
778.465,0.01127151
778.653,0.011516657
778.841,0.011135214
779.028,0.011032978
779.216,0.010758206
779.403,0.010561747
779.591,0.010663544
779.778,0.010626729
779.966,0.010405611
780.153,0.010905174
780.34,0.0114956
780.528,0.012138024
780.715,0.012861404
780.903,0.013716889
781.09,0.013978273
781.277,0.014305441
781.465,0.014752852
781.652,0.014562728
781.839,0.014617691
782.027,0.014550581
782.214,0.01385245
782.401,0.013234509
782.588,0.012850727
782.776,0.011998548
782.963,0.011461589
783.15,0.011392332
783.337,0.010564512
783.524,0.010276541
783.711,0.010307325
783.898,0.009860683
784.086,0.009419393
784.273,0.00873722
784.46,0.00823587
784.647,0.007945642
784.834,0.007315357
785.021,0.007330526
785.208,0.0070123
785.395,0.006933218
785.582,0.006836138
785.769,0.007100148
785.956,0.007196786
786.143,0.007342935
786.33,0.007495125
786.516,0.008065934
786.703,0.008364401
786.89,0.008911115
787.077,0.009382828
787.264,0.009794867
787.451,0.010071188
787.638,0.01089289
787.824,0.011121146
788.011,0.011412376
788.198,0.012347571
788.385,0.012504715
788.571,0.012712264
788.758,0.012832241
788.945,0.01276706
789.131,0.01212934
789.318,0.012036829
789.505,0.012026468
789.691,0.011626748
789.878,0.011432644
790.064,0.011489324
790.251,0.011269532
790.438,0.011690486
790.624,0.011670843
790.811,0.01171402
790.997,0.011835067
791.184,0.011662759
791.37,0.01097002
791.557,0.010362056
791.743,0.010272321
791.93,0.009613055
792.116,0.009629315
792.302,0.009524376
792.489,0.009723735
792.675,0.009652922
792.861,0.009943557
793.048,0.010026902
793.234,0.009801555
793.42,0.009564236
793.607,0.009408335
793.793,0.009619186
793.979,0.009631674
794.165,0.009438286
794.352,0.009806891
794.538,0.010267177
794.724,0.010763995
794.91,0.011025163
795.096,0.011441731
795.283,0.012175273
795.469,0.012514551
795.655,0.012558901
795.841,0.01274038
796.027,0.012786903
796.213,0.012510021
796.399,0.012458269
796.585,0.011899797
796.771,0.011654036
796.957,0.011570673
797.143,0.011035665
797.329,0.010969238
797.515,0.010665237
797.701,0.01138576
797.887,0.01074866
798.073,0.010571157
798.259,0.010462411
798.444,0.009581218
798.63,0.009136612
798.816,0.008900393
799.002,0.008270683
799.188,0.007878873
799.374,0.007628725
799.559,0.007755641
799.745,0.007306646
799.931,0.006998536
800.117,0.006907783
800.302,0.006995353
800.488,0.007280677
800.674,0.007378851
800.859,0.007638586
801.045,0.007648544
801.231,0.007846531
801.416,0.007981237
801.602,0.008147975
801.787,0.008639472
801.973,0.008564206
802.158,0.008617003
802.344,0.00874209
802.529,0.00859546
802.715,0.008461782
802.9,0.008523381
803.086,0.008025558
803.271,0.007754387
803.457,0.007483847
803.642,0.006848337
803.828,0.00658713
804.013,0.006078499
804.198,0.005837427
804.384,0.005669952
804.569,0.005383543
804.754,0.005299558
804.94,0.005041317
805.125,0.004863887
805.31,0.004805308
805.495,0.004495499
805.681,0.004204478
805.866,0.004060128
806.051,0.004115386
806.236,0.003757956
806.421,0.003701651
806.607,0.003456964
806.792,0.003466801
806.977,0.003639677
807.162,0.003481102
807.347,0.00345328
807.532,0.003442732
807.717,0.003427251
807.902,0.003366143
808.087,0.003157069
808.272,0.003334746
808.457,0.003163779
808.642,0.003428776
808.827,0.003351239
809.012,0.003312775
809.197,0.003221596
809.382,0.003249299
809.567,0.003092072
809.752,0.003138781
809.936,0.00330794
810.121,0.003101787
810.306,0.00320734
810.491,0.003226931
810.676,0.002958011
810.861,0.002861662
811.045,0.002853015
811.23,0.002860391
811.415,0.002784926
811.599,0.002750191
811.784,0.002606759
811.969,0.002690895
812.154,0.00251789
812.338,0.002556127
812.523,0.00249746
812.707,0.002585984
812.892,0.002483675
813.077,0.002492761
813.261,0.002435554
813.446,0.002600405
813.63,0.002560539
813.815,0.00261631
813.999,0.002461493
814.184,0.002516326
814.368,0.002441399
814.553,0.002482961
814.737,0.002451804
814.921,0.002585576
815.106,0.002496409
815.29,0.002419761
815.475,0.002616894
815.659,0.002488855
815.843,0.00247738
816.028,0.00240222
816.212,0.002506131
816.396,0.002433352
816.58,0.002454707
816.765,0.002664518
816.949,0.002556884
817.133,0.002398283
817.317,0.002470107
817.502,0.002502762
817.686,0.002661739
817.87,0.002514561
818.054,0.002471529
818.238,0.002383084
818.422,0.002481659
818.606,0.002568798
818.79,0.002526747
818.975,0.002555005
819.159,0.002384158
819.343,0.002526092
819.527,0.00243619
819.711,0.002406837
819.895,0.00257449
820.078,0.002399695
820.262,0.002356887
820.446,0.002459767
820.63,0.00257114
820.814,0.002381104
820.998,0.00253789
821.182,0.002504534
821.366,0.002516942
821.55,0.002486403
821.733,0.002227003
821.917,0.002397
822.101,0.002466814
822.285,0.002473043
822.468,0.002382207
822.652,0.002397479
822.836,0.002628351
823.02,0.002387638
823.203,0.002492372
823.387,0.002484315
823.571,0.002593909
823.754,0.002420732
823.938,0.002447607
824.121,0.002426928
824.305,0.002227172
824.489,0.002401442
824.672,0.00245069
824.856,0.002526627
825.039,0.00240219
825.223,0.002439607
825.406,0.002483685
825.59,0.002509937
825.773,0.002389026
825.956,0.002328383
826.14,0.002240468
826.323,0.002463849
826.507,0.002419848
826.69,0.002344654
826.873,0.002452418
827.057,0.002481188
827.24,0.002348656
827.423,0.00236131
827.607,0.002365718
827.79,0.002505364
827.973,0.002581708
828.156,0.002332204
828.34,0.00240323
828.523,0.002442111
828.706,0.002396084
828.889,0.00249888
829.072,0.00257436
829.255,0.002513657
829.438,0.002610175
829.622,0.002327959
829.805,0.002549859
829.988,0.002364668
830.171,0.002602174
830.354,0.002328079
830.537,0.002359832
830.72,0.002389736
830.903,0.002440304
831.086,0.002544979
831.269,0.002420954
831.452,0.002369848
831.635,0.002456436
831.817,0.002473699
832,0.002465752
832.183,0.002327457
832.366,0.002316973
832.549,0.002447394
832.732,0.002397765
832.914,0.002403537
833.097,0.002496547
833.28,0.002510064
833.463,0.002371836
833.646,0.002376625
833.828,0.0024119
834.011,0.002458904
834.194,0.002605862
834.376,0.002397389
834.559,0.002426775
834.742,0.002323989
834.924,0.002468507
835.107,0.002358738
835.289,0.002475769
835.472,0.002554828
835.654,0.002422736
835.837,0.002418692
836.02,0.00238227
836.202,0.002406232
836.385,0.002456569
836.567,0.002416858
836.749,0.002433141
836.932,0.002370588
837.114,0.002424123
837.297,0.002334866
837.479,0.00246346
837.661,0.002546251
837.844,0.002414597
838.026,0.002434767
838.208,0.002394216
838.391,0.002494134
838.573,0.002441736
838.755,0.002459698
838.938,0.002485043
839.12,0.002444236
839.302,0.002475592
839.484,0.002511453
839.666,0.002415472
839.849,0.002539994
840.031,0.002520652
840.213,0.002404498
840.395,0.002497674
840.577,0.002437837
840.759,0.00260737
840.941,0.002537292
841.123,0.002339643
841.305,0.00236991
841.487,0.002282409
841.669,0.002492523
841.851,0.0024335
842.033,0.002472798
842.215,0.002378803
842.397,0.002457617
842.579,0.00241484
842.761,0.002320087
842.943,0.002444898
843.125,0.002454308
843.307,0.002442437
843.488,0.002475274
843.67,0.002419809
843.852,0.002630885
844.034,0.002402248
844.216,0.002468329
844.397,0.002455664
844.579,0.002367373
844.761,0.002458065
844.942,0.002427271
845.124,0.002415275
845.306,0.002462496
845.487,0.002391776
845.669,0.002555554
845.851,0.002359253
846.032,0.002467051
846.214,0.002397741
846.395,0.002507578
846.577,0.00246735
846.758,0.002498986
846.94,0.002370461
847.122,0.002451873
847.303,0.002293165
847.484,0.002417896
847.666,0.002539529
847.847,0.002458153
848.029,0.002583589
848.21,0.002585759
848.392,0.002445632
848.573,0.002352758
848.754,0.002392356
848.936,0.00243873
849.117,0.002494849
849.298,0.002378683
849.479,0.002598562
849.661,0.002610466
849.842,0.002520344
850.023,0.002470503
850.204,0.002389895
850.386,0.002414794
850.567,0.002567602
850.748,0.002505095
850.929,0.002362135
851.11,0.002349734
851.291,0.00248936
851.472,0.002561626
851.653,0.002478908
851.835,0.002547537
852.016,0.002550997
852.197,0.002451228
852.378,0.002498756
852.559,0.002456655
852.74,0.002427091
852.921,0.002410145
853.101,0.002530233
853.282,0.002478288
853.463,0.002296837
853.644,0.002388574
853.825,0.002584343
854.006,0.002532049
854.187,0.002457458
854.368,0.002455846
854.548,0.002326073
854.729,0.002517731
854.91,0.002443431
855.091,0.002557342
855.271,0.002374108
855.452,0.002513495
855.633,0.002441071
855.814,0.002395797
855.994,0.002448591
856.175,0.002477083
856.356,0.002402954
856.536,0.00245602
856.717,0.002334935
856.897,0.002466269
857.078,0.002434239
857.258,0.002495209
857.439,0.002524387
857.62,0.002481544
857.8,0.002514605
857.98,0.002537775
858.161,0.002237877
858.341,0.002501117
858.522,0.002435737
858.702,0.002503256
858.883,0.002392223
859.063,0.002389908
859.243,0.0023303
859.424,0.002437168
859.604,0.002404975
859.784,0.002486261
859.965,0.002356994
860.145,0.002278592
860.325,0.002397098
860.505,0.002469592
860.686,0.002475086
860.866,0.002477262
861.046,0.002403974
861.226,0.002357881
861.406,0.002406296
861.587,0.002477236
861.767,0.00249715
861.947,0.00242377
862.127,0.002432636
862.307,0.002480455
862.487,0.002122942
862.667,0.002336047
862.847,0.002459508
863.027,0.002670819
863.207,0.002349119
863.387,0.00231769
863.567,0.002605444
863.747,0.002342481
