,4.017,15.481,27.462
548.106,0.589315771,0.609625077,0.707786436
548.311,0.630338983,0.580039447,0.656749225
548.515,0.546638239,0.618561352,0.641735756
548.72,0.621147745,0.630651202,0.674116595
548.924,0.564211756,0.613343388,0.655732194
549.129,0.564390506,0.633831077,0.708874192
549.334,0.602325,0.627007965,0.714096323
549.538,0.600537327,0.610801736,0.68116379
549.743,0.589427737,0.577150643,0.69233112
549.947,0.523666084,0.60382331,0.738603156
550.152,0.612279162,0.576456762,0.693317151
550.356,0.591214496,0.627490676,0.66878087
550.561,0.597218494,0.621703858,0.723655538
550.765,0.606695296,0.587146136,0.66444823
550.97,0.590709099,0.600005554,0.709531643
551.174,0.551585832,0.631980942,0.639814489
551.379,0.586076045,0.624487988,0.630927261
551.583,0.587642404,0.609618272,0.710185008
551.788,0.607851451,0.605462328,0.64721371
551.992,0.593540441,0.606932551,0.711713119
552.196,0.534476112,0.606012614,0.688799848
552.401,0.585956564,0.608619544,0.661516796
552.605,0.588096687,0.581318055,0.708855601
552.81,0.566407956,0.611101168,0.730557971
553.014,0.508879687,0.591743722,0.623190249
553.218,0.554450186,0.610215008,0.732489359
553.423,0.604890577,0.614520609,0.625267844
553.627,0.588766314,0.586816464,0.674260998
553.831,0.634809703,0.666010409,0.642204695
554.035,0.576070777,0.590422277,0.713156634
554.24,0.552800751,0.629473694,0.633858504
554.444,0.606592918,0.606377274,0.65492445
554.648,0.507381152,0.633969076,0.690323409
554.852,0.559707082,0.61105319,0.694593907
555.057,0.568540166,0.639357531,0.631625457
555.261,0.582508758,0.613497243,0.659743834
555.465,0.571912692,0.584411144,0.684507242
555.669,0.578609174,0.595856586,0.691842359
555.873,0.634951698,0.641679808,0.687989856
556.078,0.578486934,0.626489039,0.665304925
556.282,0.623204465,0.613299333,0.653330936
556.486,0.623832426,0.609983684,0.705407109
556.69,0.593877284,0.618611984,0.61021297
556.894,0.616332591,0.618458932,0.701452488
557.098,0.571519835,0.605396767,0.657845476
557.302,0.565300752,0.607254804,0.6851228
557.506,0.539637148,0.615429097,0.610873978
557.71,0.602832254,0.570650845,0.727093133
557.914,0.5867143,0.600091635,0.649161564
558.118,0.554548564,0.561724875,0.577109473
558.322,0.592327279,0.582567778,0.696709617
558.526,0.574039955,0.606962101,0.710382647
558.73,0.625455617,0.580267274,0.700784979
558.934,0.576349205,0.61293458,0.653896107
559.138,0.559874646,0.581455642,0.678143876
559.342,0.593197992,0.588967816,0.625563007
559.546,0.601608816,0.571026021,0.649282401
559.75,0.589291427,0.610422655,0.622320305
559.954,0.58901205,0.583380802,0.692933748
560.158,0.528039654,0.578073914,0.706237035
560.362,0.603627167,0.590740671,0.681511599
560.565,0.617952437,0.588812203,0.647519902
560.769,0.555377541,0.57144136,0.59646116
560.973,0.588712615,0.595939196,0.695073381
561.177,0.549150616,0.617627737,0.641761301
561.381,0.564113792,0.592390298,0.634992001
561.585,0.537561829,0.606921996,0.727208414
561.788,0.512050632,0.574853662,0.659135945
561.992,0.558371282,0.581448228,0.616909145
562.196,0.512500112,0.582567383,0.617238039
562.4,0.525997684,0.569076027,0.713560563
562.603,0.592695455,0.571315108,0.646263741
562.807,0.561679896,0.580318745,0.659217063
563.011,0.547211397,0.596404511,0.647135759
563.214,0.534724697,0.56314215,0.605971256
563.418,0.588646339,0.584097681,0.686709616
563.622,0.545485709,0.597301354,0.680185533
563.825,0.547301419,0.605220801,0.652518229
564.029,0.561495209,0.592064384,0.712408939
564.233,0.562530945,0.613044534,0.611614095
564.436,0.559110574,0.576912145,0.698833814
564.64,0.576636976,0.59424205,0.697911968
564.843,0.496443248,0.589823552,0.653854581
565.047,0.577053385,0.57602344,0.662195815
565.25,0.530934942,0.581551882,0.626980528
565.454,0.527911935,0.575003496,0.605128745
565.658,0.557665396,0.557088462,0.583290561
565.861,0.579945995,0.588008447,0.638286478
566.065,0.565165525,0.567565957,0.662100215
566.268,0.598126433,0.572521872,0.620471354
566.471,0.530050565,0.57567689,0.623754262
566.675,0.581306476,0.569973618,0.707945384
566.878,0.555953566,0.59834874,0.590204182
567.082,0.580138834,0.597251127,0.680090458
567.285,0.583111372,0.5554131,0.663115482
567.489,0.538772829,0.575190438,0.60777541
567.692,0.521886608,0.602357049,0.648674627
567.895,0.5152502,0.59704344,0.597178338
568.099,0.516882387,0.574325435,0.597793746
568.302,0.516952257,0.595760699,0.639412238
568.505,0.57579052,0.590775691,0.671761164
568.709,0.55459039,0.577354114,0.65026568
568.912,0.535159617,0.583493956,0.638803782
569.115,0.620947227,0.557667795,0.667544186
569.319,0.515405424,0.560116774,0.63724703
569.522,0.566168088,0.589472322,0.653606702
569.725,0.592967063,0.59644008,0.658410648
569.928,0.543700848,0.550637615,0.687843232
570.132,0.592110391,0.564868699,0.59045963
570.335,0.531052884,0.523492819,0.62068521
570.538,0.57602264,0.573552738,0.622885951
570.741,0.533622939,0.578617783,0.671435055
570.944,0.524624211,0.557585832,0.61147873
571.148,0.539464621,0.532318578,0.636325456
571.351,0.532899274,0.585765408,0.655004788
571.554,0.530745086,0.593964493,0.560970779
571.757,0.485386176,0.538917308,0.617116591
571.96,0.517392832,0.565602157,0.663549668
572.163,0.540823908,0.55745339,0.653055806
572.366,0.545260214,0.585531098,0.646614337
572.569,0.516802808,0.559937997,0.664030937
572.772,0.579866644,0.584724152,0.62839348
572.975,0.524157294,0.574319126,0.589012122
573.178,0.557400014,0.559424456,0.663898132
573.381,0.535363426,0.544095622,0.618743253
573.584,0.545608848,0.541443257,0.661148775
573.787,0.61846037,0.549271488,0.623107914
573.99,0.551591432,0.555904099,0.564640921
574.193,0.587327888,0.563594298,0.65117568
574.396,0.546018924,0.594153626,0.583227427
574.599,0.447193343,0.555277824,0.626609958
574.802,0.504933865,0.552275827,0.609781105
575.005,0.507122609,0.572397104,0.670374552
575.208,0.59268641,0.583312124,0.640989624
575.411,0.528748946,0.582105887,0.621773327
575.614,0.549223526,0.554378125,0.648906961
575.817,0.572226175,0.53192768,0.656642656
576.019,0.567117355,0.549619918,0.601020634
576.222,0.473487714,0.57505618,0.573555052
576.425,0.540921172,0.556271705,0.572958452
576.628,0.528477344,0.528660164,0.593372734
576.831,0.540304246,0.580909852,0.671315825
577.033,0.554624268,0.582516846,0.623061767
577.236,0.540539379,0.545174792,0.615963235
577.439,0.589946744,0.53663055,0.572563202
577.642,0.501302212,0.547117615,0.606792753
577.844,0.533677169,0.568140916,0.652639912
578.047,0.538018809,0.561512545,0.634656108
578.25,0.525667961,0.578578077,0.566826556
578.452,0.53715006,0.539945065,0.649389966
578.655,0.507390403,0.548737347,0.637661091
578.858,0.537684332,0.579836636,0.560515446
579.06,0.523163651,0.553713605,0.614731297
579.263,0.55547421,0.520215981,0.634588904
579.465,0.569648049,0.542922745,0.625164676
579.668,0.501835669,0.513678384,0.555799433
579.871,0.528992315,0.540609207,0.598197861
580.073,0.572718473,0.542437554,0.563170924
580.276,0.557134034,0.560454273,0.578185326
580.478,0.490013593,0.575104794,0.649540297
580.681,0.57475665,0.560977992,0.619943588
580.883,0.525038186,0.565474738,0.552839333
581.086,0.500745297,0.555516418,0.585220848
581.288,0.546308481,0.519504,0.595910182
581.491,0.47900422,0.495346609,0.608332978
581.693,0.552795216,0.535246454,0.564541735
581.896,0.539221835,0.540546901,0.675419536
582.098,0.512772026,0.527626814,0.563424904
582.301,0.529606248,0.55881711,0.578415544
582.503,0.519106676,0.544396595,0.55848504
582.705,0.504476897,0.547139355,0.620493707
582.908,0.503077851,0.562076151,0.630726527
583.11,0.548082271,0.555419775,0.601376995
583.312,0.515123751,0.54850498,0.608142864
583.515,0.507719355,0.534602139,0.555610776
583.717,0.485455259,0.503523097,0.586959443
583.919,0.521011106,0.504447239,0.580963847
584.122,0.539458409,0.51351611,0.573178047
584.324,0.526542066,0.531840186,0.621459507
584.526,0.527440001,0.545240947,0.572193117
584.728,0.535846608,0.548066886,0.633654018
584.931,0.537900755,0.525957673,0.589346866
585.133,0.523733264,0.539911744,0.57410647
585.335,0.506255619,0.523052848,0.52882551
585.537,0.546895852,0.527391528,0.615953155
585.74,0.533128239,0.499715747,0.579161105
585.942,0.509475714,0.510312792,0.58725932
586.144,0.52747175,0.505394005,0.601499089
586.346,0.472912312,0.535243009,0.539640758
586.548,0.436732884,0.537403694,0.617397483
586.75,0.498328628,0.514536917,0.602030067
586.952,0.533488307,0.495930245,0.618792028
587.154,0.50309187,0.498831205,0.565929963
587.357,0.493378011,0.555666245,0.568388273
587.559,0.534488638,0.480672089,0.605417392
587.761,0.465041459,0.535059665,0.559159208
587.963,0.538161778,0.465288998,0.575134402
588.165,0.459488898,0.46855137,0.621789886
588.367,0.494076641,0.53848046,0.581250764
588.569,0.499591209,0.52129857,0.560507215
588.771,0.477457547,0.510244158,0.614828486
588.973,0.550036878,0.525848666,0.606239769
589.175,0.506170214,0.507021285,0.543439256
589.377,0.487175854,0.511837088,0.634750006
589.578,0.481743676,0.519472593,0.627782378
589.78,0.531103352,0.490856532,0.57573346
589.982,0.547805995,0.532900371,0.626704449
590.184,0.505950971,0.510695917,0.64435038
590.386,0.51633624,0.486938808,0.586623902
590.588,0.550302473,0.528218582,0.585063399
590.79,0.523095396,0.501762685,0.571899453
590.992,0.487767511,0.48027809,0.553338853
591.193,0.550471291,0.50685933,0.578742577
591.395,0.457668906,0.521045821,0.511618807
591.597,0.534109105,0.502640501,0.591290824
591.799,0.52191308,0.494839873,0.516386358
592,0.518247106,0.488371702,0.576514261
592.202,0.474397104,0.512208048,0.598931004
592.404,0.536627876,0.512371214,0.54563497
592.606,0.536723264,0.524208903,0.567010256
592.807,0.505859693,0.511362574,0.600603783
593.009,0.474006734,0.516634468,0.539668384
593.211,0.485838303,0.545163895,0.577563049
593.412,0.491716014,0.534385381,0.588182334
593.614,0.480156273,0.539403129,0.55125106
593.816,0.506546807,0.524866463,0.516499515
594.017,0.470440616,0.520754799,0.582004903
594.219,0.442874528,0.531154819,0.545711937
594.421,0.526786337,0.543711111,0.541588412
594.622,0.528913268,0.523361424,0.547508401
594.824,0.44569689,0.50239958,0.543450473
595.025,0.476351993,0.486001807,0.571949131
595.227,0.515314934,0.488786602,0.608594693
595.428,0.483340498,0.51618927,0.573494135
595.63,0.488748561,0.490677023,0.550724045
595.831,0.437216479,0.491961781,0.560221499
596.033,0.507322252,0.495620935,0.550360591
596.234,0.496895516,0.510626827,0.593302133
596.436,0.473709928,0.494326301,0.544276513
596.637,0.524863014,0.492116883,0.57968712
596.839,0.508360611,0.513670498,0.576305108
597.04,0.489419736,0.52059387,0.568750972
597.241,0.487911776,0.481021899,0.571072904
597.443,0.477726444,0.488272232,0.534675961
597.644,0.445351955,0.479521836,0.533730784
597.846,0.460170103,0.490102589,0.55109459
598.047,0.40656768,0.514893703,0.582804893
598.248,0.463468071,0.482838448,0.567437331
598.45,0.508120825,0.502970931,0.553231857
598.651,0.441477418,0.5099026,0.577407868
598.852,0.524482408,0.527701415,0.478384825
599.053,0.423944056,0.522460263,0.582457053
599.255,0.459945177,0.521682908,0.52782913
599.456,0.495804669,0.484949351,0.516530213
599.657,0.433443459,0.483494061,0.605742957
599.858,0.478097472,0.513974797,0.573624255
600.06,0.477044089,0.507980998,0.556109737
600.261,0.481474566,0.503139981,0.54739371
600.462,0.45396337,0.511409403,0.554282325
600.663,0.484110378,0.499252973,0.527127867
600.864,0.447836048,0.487895328,0.567983899
601.066,0.457735876,0.495960202,0.55877048
601.267,0.519183623,0.450992471,0.538969106
601.468,0.484424168,0.484468629,0.584744589
601.669,0.505481761,0.483278701,0.476355222
601.87,0.488278565,0.513332996,0.548820334
602.071,0.496852107,0.503061639,0.564383664
602.272,0.497769822,0.456938603,0.562220226
602.473,0.471333501,0.460836512,0.556925811
602.674,0.469348031,0.453366653,0.58579179
602.875,0.464052695,0.480681487,0.519243759
603.076,0.473081131,0.470775647,0.522015676
603.277,0.480436659,0.486886683,0.55058163
603.478,0.505633104,0.468861559,0.527348921
603.679,0.457037951,0.501442609,0.548175036
603.88,0.430219308,0.457219902,0.525494059
604.081,0.420881413,0.47150398,0.591623321
604.282,0.422231619,0.470545851,0.521503241
604.483,0.450696387,0.473355578,0.539497357
604.684,0.486034512,0.489941444,0.517647066
604.885,0.430066487,0.490823903,0.547445426
605.085,0.466175116,0.494767509,0.507941372
605.286,0.48631197,0.474251834,0.519677439
605.487,0.460291563,0.461135111,0.552005571
605.688,0.422029861,0.472549288,0.519671128
605.889,0.48601369,0.485828721,0.536325484
606.09,0.497714751,0.481743437,0.505765625
606.29,0.490040104,0.478745276,0.55452475
606.491,0.462593655,0.461965933,0.511799611
606.692,0.496336104,0.475710615,0.569459786
606.893,0.424532853,0.474560037,0.517504253
607.093,0.41957157,0.474989389,0.508416442
607.294,0.466165458,0.46148371,0.54240844
607.495,0.445900519,0.488802962,0.562726074
607.695,0.438937062,0.485179183,0.527471859
607.896,0.47178157,0.480784692,0.505251299
608.097,0.489969442,0.493950513,0.5370154
608.297,0.451406025,0.476666921,0.500861691
608.498,0.472797836,0.463335537,0.526870168
608.699,0.457861887,0.451890381,0.519783834
608.899,0.466157317,0.47081189,0.531321451
609.1,0.457168513,0.480608694,0.516577247
609.3,0.464613563,0.477817185,0.517259477
609.501,0.406320585,0.456832212,0.491089875
609.702,0.43237708,0.47941092,0.477819313
609.902,0.413086703,0.460842332,0.561283653
610.103,0.440631753,0.429955788,0.553612955
610.303,0.456860215,0.463932397,0.504543906
610.504,0.452033783,0.464940333,0.439424931
610.704,0.400746154,0.480159056,0.512984587
610.905,0.463845119,0.447692416,0.47164873
611.105,0.478099466,0.467718902,0.551579236
611.305,0.4641239,0.447835984,0.581920652
611.506,0.384892317,0.447178209,0.488588179
611.706,0.425798592,0.443872367,0.526394624
611.907,0.436096233,0.47510255,0.539166419
612.107,0.404111518,0.467528756,0.479843262
612.307,0.40351792,0.454485529,0.498115288
612.508,0.435356068,0.43039404,0.514704956
612.708,0.450628664,0.464520103,0.471661418
612.908,0.431665066,0.453024872,0.494164729
613.109,0.431338085,0.472469733,0.454740954
613.309,0.420880513,0.426218321,0.53255097
613.509,0.410067745,0.426869031,0.514843771
613.71,0.450141496,0.460946179,0.50876741
613.91,0.401270676,0.47571252,0.494460894
614.11,0.425048991,0.476853347,0.448831954
614.31,0.475126599,0.465575255,0.513990937
614.51,0.430821262,0.46048798,0.52409161
614.711,0.460952013,0.450044289,0.479680005
614.911,0.426682705,0.469855728,0.497919221
615.111,0.444950538,0.420092462,0.486113843
615.311,0.415352261,0.457710031,0.497004974
615.511,0.425445913,0.414531893,0.481877675
615.711,0.466498167,0.434877093,0.496591376
615.912,0.443748161,0.447676083,0.501658237
616.112,0.438699299,0.415278325,0.498259607
616.312,0.395517115,0.454103265,0.451720682
616.512,0.444516597,0.446822128,0.50414784
616.712,0.44771137,0.448065318,0.491954204
616.912,0.45241682,0.436827774,0.4302321
617.112,0.3778297,0.441739376,0.519284309
617.312,0.398315448,0.405836061,0.508656291
617.512,0.417053004,0.435310078,0.528146134
617.712,0.418695041,0.424599291,0.510570522
617.912,0.335275445,0.425824491,0.500347256
618.112,0.413641876,0.408159834,0.455276739
618.312,0.426967971,0.421543205,0.46876451
618.512,0.408818461,0.434226804,0.455486674
618.712,0.417210843,0.443889622,0.485815774
618.912,0.438604837,0.432667257,0.484750459
619.112,0.421709353,0.425281904,0.480124661
619.311,0.393177552,0.434074522,0.495449871
619.511,0.415396633,0.43095485,0.501972333
619.711,0.447410544,0.44256783,0.471471181
619.911,0.431201587,0.414151006,0.453759812
620.111,0.459040098,0.421828663,0.438364132
620.311,0.41190007,0.405937199,0.508883712
620.51,0.431651998,0.407834242,0.473201738
620.71,0.40373162,0.404202332,0.466710867
620.91,0.399712758,0.411547358,0.513295436
621.11,0.419020933,0.428037733,0.447106603
621.309,0.38490138,0.437922434,0.475591407
621.509,0.431623746,0.439891263,0.487939706
621.709,0.404854752,0.401127418,0.498281175
621.909,0.403550011,0.435942947,0.444700072
622.108,0.382258666,0.450342854,0.439002359
622.308,0.397316043,0.405010602,0.453270228
622.508,0.378630968,0.397754308,0.470346554
622.707,0.374367411,0.423064727,0.478019053
622.907,0.478161149,0.430926939,0.446129124
623.106,0.421452622,0.419882936,0.448643657
623.306,0.360805233,0.41206148,0.453551157
623.506,0.418682041,0.429106001,0.486043394
623.705,0.381391633,0.410216731,0.479373431
623.905,0.389491997,0.415545487,0.465941548
624.104,0.378024487,0.408659579,0.48726288
624.304,0.388660105,0.408456814,0.414509961
624.503,0.353380988,0.422318173,0.454209763
624.703,0.358158119,0.416606008,0.411924939
624.902,0.408555536,0.409261221,0.484883138
625.102,0.393696201,0.390498266,0.426069183
625.301,0.327133544,0.4119895,0.480373621
625.501,0.36026323,0.397497997,0.457536065
625.7,0.393484381,0.411599566,0.420385482
625.899,0.381214091,0.417610529,0.437225793
626.099,0.382376473,0.415657663,0.424351543
626.298,0.402677375,0.414005689,0.481777242
626.498,0.423458641,0.411549391,0.443972756
626.697,0.359397723,0.395209839,0.475612909
626.896,0.368097069,0.383707874,0.445140199
627.096,0.367670519,0.41851042,0.413431594
627.295,0.339385049,0.384532051,0.425258449
627.494,0.435303489,0.403357523,0.469428998
627.694,0.383547241,0.394029086,0.456221432
627.893,0.387676751,0.401934571,0.416797835
628.092,0.339276985,0.388192763,0.450013066
