,4.024,16.276,27.939
566.065,0.037915578,0.059353913,0.497486997
566.268,0.034944969,0.062564658,0.426733276
566.471,0.042423761,0.077666401,0.389708312
566.675,0.04161087,0.062546,0.429385005
566.878,0.042687134,0.067903033,0.429637677
567.082,0.03206907,0.066261505,0.416398012
567.285,0.034975857,0.063366939,0.413172841
567.489,0.036837271,0.065394381,0.3866836
567.692,0.060962979,0.070363523,0.413632742
567.895,0.04043236,0.070780104,0.467734749
568.099,0.03498405,0.058367979,0.422899106
568.302,0.044932314,0.062021981,0.415860513
568.505,0.029083422,0.066370649,0.430472463
568.709,0.044058207,0.066027331,0.406525878
568.912,0.045375551,0.075338847,0.437673265
569.115,0.047184836,0.069609835,0.412822662
569.319,0.04558588,0.069285648,0.426366497
569.522,0.042664007,0.077726924,0.419014153
569.725,0.04131978,0.064110987,0.413023799
569.928,0.036468077,0.070911837,0.438836377
570.132,0.045913231,0.071631853,0.467138109
570.335,0.034595121,0.063673743,0.352850503
570.538,0.035585385,0.067618485,0.383338302
570.741,0.045765152,0.070598177,0.417836476
570.944,0.037788718,0.066945854,0.47419377
571.148,0.051191285,0.063160172,0.436074485
571.351,0.042696386,0.063849905,0.398132855
571.554,0.030664676,0.068295638,0.461374563
571.757,0.041220824,0.065096378,0.369315598
571.96,0.033406833,0.067272463,0.396352915
572.163,0.025179846,0.063317708,0.437282948
572.366,0.04202359,0.066334956,0.445988726
572.569,0.046404724,0.071178986,0.374912009
572.772,0.036984673,0.073549173,0.427659543
572.975,0.031768519,0.066222655,0.455681124
573.178,0.048044047,0.065451297,0.490285533
573.381,0.033443362,0.070693221,0.430413179
573.584,0.04020609,0.069318487,0.429232786
573.787,0.042415067,0.065627293,0.396804063
573.99,0.053820734,0.06481004,0.420441975
574.193,0.039179414,0.067223799,0.455689987
574.396,0.042709358,0.067152361,0.435861924
574.599,0.041687576,0.064460714,0.437550945
574.802,0.039801423,0.063933173,0.408915317
575.005,0.044544541,0.056448369,0.379221437
575.208,0.028960157,0.074631022,0.383497525
575.411,0.048480197,0.068364113,0.459786169
575.614,0.033305273,0.07233999,0.421399514
575.817,0.03872071,0.059269166,0.407450438
576.019,0.030878153,0.070538212,0.42055909
576.222,0.050713626,0.066558637,0.420788531
576.425,0.034138133,0.067856227,0.41971891
576.628,0.03950535,0.062674352,0.455167731
576.831,0.041199565,0.062437173,0.427515847
577.033,0.028452006,0.066650707,0.387176304
577.236,0.033075178,0.069823987,0.421172092
577.439,0.035971722,0.068127323,0.394663738
577.642,0.047108997,0.064889475,0.452118821
577.844,0.037066608,0.065878284,0.431443639
578.047,0.029649484,0.058918835,0.37825215
578.25,0.041506093,0.063029207,0.469045777
578.452,0.035729068,0.06226069,0.410639195
578.655,0.040807662,0.065095578,0.438110585
578.858,0.042550813,0.063394591,0.422768614
579.06,0.047737584,0.060165419,0.418029164
579.263,0.045923343,0.064288641,0.4279806
579.465,0.039436286,0.062121381,0.394516475
579.668,0.042841294,0.073916924,0.449905224
579.871,0.046473419,0.064687039,0.372876522
580.073,0.032477242,0.064953088,0.424679172
580.276,0.044798133,0.064740701,0.38049036
580.478,0.055217567,0.062527714,0.385270472
580.681,0.041413554,0.065469772,0.40313597
580.883,0.036141107,0.062876395,0.449053423
581.086,0.041595791,0.066088123,0.454117902
581.288,0.033973692,0.06475889,0.454417596
581.491,0.029150639,0.061348588,0.416982271
581.693,0.045868358,0.066743579,0.38770299
581.896,0.031114827,0.065832176,0.396992474
582.098,0.041917306,0.06545164,0.407030251
582.301,0.036600086,0.063130407,0.400448016
582.503,0.044240984,0.06580394,0.41865819
582.705,0.052279404,0.065296251,0.435102719
582.908,0.040936281,0.061682387,0.375256671
583.11,0.041870816,0.058605293,0.394937952
583.312,0.036579973,0.064489763,0.393552536
583.515,0.031532396,0.064344687,0.430782363
583.717,0.046604431,0.068055673,0.37496575
583.919,0.034289623,0.060196255,0.389953372
584.122,0.040080413,0.064880216,0.446188408
584.324,0.050883653,0.070642578,0.387440438
584.526,0.043670619,0.066340844,0.389692859
584.728,0.042881503,0.058768688,0.404316793
584.931,0.049356341,0.068538621,0.358936475
585.133,0.036314599,0.068726494,0.375174472
585.335,0.042013958,0.06226354,0.395312264
585.537,0.042426847,0.061806598,0.439527048
585.74,0.038223723,0.062459414,0.427912084
585.942,0.044328922,0.064880137,0.403958338
586.144,0.049934296,0.060019009,0.369717602
586.346,0.022332597,0.057154865,0.402244919
586.548,0.040834815,0.060234674,0.402252005
586.75,0.039552658,0.064587107,0.418525355
586.952,0.040250409,0.067586772,0.3891686
587.154,0.031103051,0.063708894,0.422136581
587.357,0.041941981,0.060727722,0.390712233
587.559,0.032460097,0.067770107,0.38069505
587.761,0.034033203,0.064678317,0.386134489
587.963,0.04354149,0.064111326,0.413452455
588.165,0.036583771,0.063004783,0.42637104
588.367,0.04678016,0.068613991,0.370175899
588.569,0.034415038,0.059123568,0.37398271
588.771,0.030170624,0.066938954,0.375605381
588.973,0.049126538,0.063952813,0.38106672
589.175,0.042499208,0.061459351,0.458193106
589.377,0.040302484,0.066534771,0.396503943
589.578,0.029170482,0.064073371,0.412611393
589.78,0.033942155,0.060045134,0.419558909
589.982,0.046932053,0.063209272,0.368012579
590.184,0.024534729,0.066733418,0.390230175
590.386,0.038761011,0.063915144,0.33002451
590.588,0.037880672,0.057086539,0.442567767
590.79,0.038051214,0.054248718,0.387607023
590.992,0.037947288,0.059866105,0.389857184
591.193,0.044745135,0.062085082,0.33416608
591.395,0.027679857,0.063033602,0.415207205
591.597,0.038769258,0.067650615,0.374603745
591.799,0.051809592,0.064516517,0.322817579
592,0.050062758,0.062181218,0.367262381
592.202,0.035486986,0.064006018,0.357911762
592.404,0.037256188,0.059603173,0.362306251
592.606,0.045102671,0.061963645,0.411663724
592.807,0.031248264,0.06084663,0.404291473
593.009,0.044830849,0.058161234,0.305136043
593.211,0.04251524,0.063811572,0.378055842
593.412,0.041075919,0.060992634,0.387278663
593.614,0.029545417,0.063870901,0.379243116
593.816,0.029434418,0.06999249,0.378104061
594.017,0.042014367,0.061644587,0.359763539
594.219,0.032147155,0.063585587,0.374826035
594.421,0.038263292,0.060134481,0.392892481
594.622,0.038101276,0.06429608,0.393000921
594.824,0.034850945,0.062862774,0.410884183
595.025,0.033941421,0.057632737,0.36740226
595.227,0.028307926,0.058658534,0.42641057
595.428,0.047144713,0.062669695,0.420605842
595.63,0.032687219,0.058092939,0.38535012
595.831,0.031409837,0.063709438,0.400648191
596.033,0.035020075,0.054596981,0.38507932
596.234,0.043052997,0.059531265,0.390887172
596.436,0.031997274,0.060112079,0.366225271
596.637,0.038923707,0.069594908,0.425373452
596.839,0.048418684,0.064066371,0.377277765
597.04,0.041951531,0.063828823,0.342861925
597.241,0.03523735,0.057608096,0.358053332
597.443,0.025984655,0.056443418,0.402279425
597.644,0.042216498,0.063410832,0.351762422
597.846,0.032872166,0.064583907,0.385920345
598.047,0.033415074,0.055011481,0.353828225
598.248,0.040210309,0.061005923,0.398558627
598.45,0.034521748,0.055592658,0.394326023
598.651,0.04789569,0.058235393,0.363819006
598.852,0.035014155,0.060130593,0.367291836
599.053,0.046337888,0.057895825,0.397325139
599.255,0.033904132,0.059929425,0.369143621
599.456,0.0343599,0.052713047,0.40346901
599.657,0.052635146,0.060937779,0.353197884
599.858,0.024666011,0.064031883,0.388187644
600.06,0.047602238,0.06016271,0.401626452
600.261,0.045681551,0.056437222,0.337045165
600.462,0.038994858,0.057917249,0.359259106
600.663,0.040090296,0.065976378,0.412694618
600.864,0.032479227,0.059978042,0.370077607
601.066,0.031246162,0.055643624,0.375862242
601.267,0.035107352,0.053022215,0.381873862
601.468,0.038013913,0.056695273,0.418850585
601.669,0.032324611,0.060408041,0.417614754
601.87,0.025589648,0.062156519,0.365613698
602.071,0.042483858,0.059614953,0.361108916
602.272,0.030288385,0.055598011,0.415405322
602.473,0.031034016,0.062398261,0.41405833
602.674,0.035582198,0.056174553,0.38040219
602.875,0.035689125,0.058383936,0.393474621
603.076,0.037433299,0.059597939,0.387830036
603.277,0.042759826,0.055195513,0.368489172
603.478,0.034715004,0.05415533,0.371823496
603.679,0.03157982,0.063184915,0.379219717
603.88,0.043650352,0.059008386,0.390777485
604.081,0.041925365,0.05743418,0.328782402
604.282,0.039041309,0.054806326,0.393074259
604.483,0.036586543,0.060262198,0.320067503
604.684,0.031491352,0.055957399,0.32135706
604.885,0.036474465,0.055316508,0.404089514
605.085,0.037996916,0.05272074,0.335247724
605.286,0.029554008,0.056528931,0.378576567
605.487,0.038410736,0.059882036,0.385772439
605.688,0.042153006,0.05760787,0.387322227
605.889,0.037518253,0.055775363,0.398369505
606.09,0.043754971,0.049211626,0.316902634
606.29,0.039255912,0.062540178,0.375840317
606.491,0.044925367,0.051871447,0.373781496
606.692,0.039879954,0.064318495,0.359671952
606.893,0.033466588,0.052537304,0.36235241
607.093,0.042535028,0.05697564,0.374482672
607.294,0.042279714,0.063627736,0.334606121
607.495,0.043282578,0.05151965,0.347017512
607.695,0.048726149,0.057887402,0.33750997
607.896,0.036586768,0.054601935,0.351543429
608.097,0.034330305,0.054683899,0.347699275
608.297,0.036079959,0.06242625,0.365889325
608.498,0.038507452,0.058354793,0.350850982
608.699,0.041826786,0.057758521,0.36867949
608.899,0.041237265,0.058563824,0.347506731
609.1,0.028782337,0.058788285,0.379856028
609.3,0.025039263,0.053687658,0.299416777
609.501,0.030927694,0.063213698,0.352085827
609.702,0.030707602,0.055938476,0.365588025
609.902,0.034917811,0.052868399,0.348683802
610.103,0.031895248,0.056476476,0.345065434
610.303,0.027081332,0.054305179,0.36232511
610.504,0.037808671,0.056123527,0.359232664
610.704,0.035788651,0.05060847,0.370019072
610.905,0.048781361,0.05716361,0.341800261
611.105,0.043074422,0.054427408,0.374077966
611.305,0.040066637,0.054615576,0.32453029
611.506,0.034101554,0.053946353,0.363551197
611.706,0.038153123,0.048867533,0.318496172
611.907,0.03279808,0.05506559,0.361059229
612.107,0.043834458,0.056760542,0.323244544
612.307,0.039689289,0.055599388,0.378822871
612.508,0.041525473,0.054421315,0.353499455
612.708,0.042243597,0.054840167,0.353572187
612.908,0.035312853,0.063443925,0.380584139
613.109,0.022763275,0.054101758,0.335882855
613.309,0.026421766,0.054936922,0.357614457
613.509,0.036587101,0.054481308,0.32979801
613.71,0.030144712,0.054675075,0.321712155
613.91,0.033936521,0.056758337,0.327231497
614.11,0.02814617,0.050812261,0.387664995
614.31,0.034933325,0.055966139,0.342543523
614.51,0.027423319,0.05430138,0.321960881
614.711,0.037229397,0.055397064,0.316495117
614.911,0.036238053,0.054292755,0.338187289
615.111,0.033796482,0.050028377,0.333786172
615.311,0.037272385,0.055587631,0.372754104
615.511,0.032867249,0.052741162,0.308205435
615.711,0.032000821,0.05261357,0.353172974
615.912,0.035551463,0.055432396,0.316618021
616.112,0.02015462,0.051033108,0.363154482
616.312,0.028036203,0.053521103,0.347055103
616.512,0.04082933,0.05884154,0.368604947
616.712,0.03775775,0.051168878,0.334298604
616.912,0.035009415,0.047260739,0.34322886
617.112,0.035634351,0.050178301,0.309714148
617.312,0.031157273,0.050528874,0.345720663
617.512,0.03548386,0.050444854,0.282848828
617.712,0.034424264,0.05562963,0.334174504
617.912,0.030989939,0.054045997,0.328472693
618.112,0.033511116,0.053136302,0.316609585
618.312,0.035679341,0.05509281,0.329996284
618.512,0.03705929,0.050422402,0.303596019
618.712,0.035666778,0.051543874,0.321889852
618.912,0.040824613,0.053638014,0.326406316
619.112,0.028985917,0.053260097,0.33645003
619.311,0.024887445,0.051094209,0.329439316
619.511,0.03559511,0.051659301,0.330444431
619.711,0.032648321,0.054332758,0.295653578
619.911,0.035623219,0.046929992,0.330380003
620.111,0.026822729,0.050727434,0.290627561
620.311,0.026529621,0.054601162,0.286042317
620.51,0.029368865,0.054642188,0.305318068
620.71,0.03679778,0.050531168,0.285623834
620.91,0.032172569,0.054150856,0.301758981
621.11,0.03577716,0.050512875,0.305168406
621.309,0.031752631,0.057339049,0.317572441
621.509,0.034135777,0.049874485,0.31013684
621.709,0.030746642,0.047081788,0.363399279
621.909,0.034679662,0.050657809,0.333363862
622.108,0.034681441,0.051262653,0.315235153
622.308,0.038674903,0.044628537,0.267197034
622.508,0.035184777,0.048923616,0.30991054
622.707,0.019906524,0.052845363,0.333281489
622.907,0.039391432,0.049130454,0.324101917
623.106,0.029606589,0.053247811,0.32315259
623.306,0.02939391,0.050279499,0.304733237
623.506,0.031682476,0.052128173,0.349812203
623.705,0.035745681,0.045928383,0.304468473
623.905,0.025232631,0.047754369,0.340237018
624.104,0.035736186,0.052953741,0.356312792
624.304,0.031777957,0.045432178,0.334561096
624.503,0.03188624,0.053205739,0.328200148
624.703,0.029619124,0.049569004,0.340667479
624.902,0.033242296,0.048949348,0.298805875
625.102,0.028129774,0.04501836,0.295395456
625.301,0.042183769,0.053958363,0.316794073
625.501,0.03155582,0.042761725,0.31180043
625.7,0.033074967,0.053573801,0.259806643
625.899,0.032863183,0.053655186,0.276727706
626.099,0.035100345,0.042598897,0.298228633
626.298,0.026666361,0.046731579,0.288425051
626.498,0.024443644,0.044120766,0.28765315
626.697,0.032513938,0.049680947,0.328410024
626.896,0.029414388,0.045885262,0.29095959
627.096,0.029156276,0.045150901,0.318748145
627.295,0.033482849,0.048939334,0.313503706
627.494,0.022903206,0.041979531,0.298518264
627.694,0.03266779,0.049638237,0.276738628
627.893,0.029832388,0.043899427,0.315548905
628.092,0.027091064,0.045680742,0.295591321
