,4021,15960,27816
570.741,1.248688886,2.016604592,5.006460438
570.944,1.216616328,2.005510753,4.91963792
571.148,1.21077675,1.887382116,4.937858636
571.351,1.238618844,2.088245638,5.040662929
571.554,1.197687873,2.040021261,4.943691925
571.757,1.199455542,1.856214377,4.765146167
571.96,1.226230875,2.019562707,4.914730408
572.163,1.22907322,1.87030804,4.985362821
572.366,1.197406595,2.080414422,4.815948842
572.569,1.21284556,1.90177388,5.02696096
572.772,1.181776965,2.038882547,4.820710235
572.975,1.160207374,1.960553951,4.712238045
573.178,1.2059796,1.934101844,4.855096421
573.381,1.166532615,1.851332016,4.77478972
573.584,1.186750229,1.936861969,4.848787841
573.787,1.196742276,1.899009968,4.786666095
573.99,1.192267833,1.918587206,4.890094701
574.193,1.194554051,1.944266405,4.725758924
574.396,1.188929498,2.001409913,4.840441964
574.599,1.209148012,2.070106886,4.85756493
574.802,1.181874877,1.991533442,4.737789027
575.005,1.161127863,1.913416213,4.877458834
575.208,1.181025993,1.856468166,4.800097565
575.411,1.148917165,1.97649904,4.711260697
575.614,1.168866384,1.934940514,4.840734373
575.817,1.188416332,2.057111007,4.844706308
576.019,1.175639983,1.938039781,4.797025814
576.222,1.163215939,1.878538663,4.784103836
576.425,1.184802782,1.95214843,4.677434987
576.628,1.149578867,2.014262054,4.813836061
576.831,1.188961699,1.779618198,4.769305012
577.033,1.139555028,1.964496239,4.60442103
577.236,1.128897042,1.799310389,4.688434114
577.439,1.19697213,1.89959727,4.66871501
577.642,1.132090225,1.87724778,4.654541796
577.844,1.153344112,1.820580917,4.589803193
578.047,1.116416825,1.868855518,4.675463328
578.25,1.134077977,1.902988339,4.618843243
578.452,1.196373814,1.864329561,4.58294722
578.655,1.132843237,1.869208708,4.622290211
578.858,1.121452677,1.908185624,4.559236858
579.06,1.159214126,1.826127406,4.584318991
579.263,1.134614096,1.85084206,4.476434091
579.465,1.142459377,1.89517376,4.648268248
579.668,1.116972312,1.914198703,4.579333635
579.871,1.092477842,1.832682234,4.544628995
580.073,1.130281627,1.91727673,4.636286337
580.276,1.131875592,1.868565136,4.453128532
580.478,1.106009677,1.857277487,4.456437803
580.681,1.08469965,1.868008648,4.621436498
580.883,1.132006237,1.885911477,4.349270219
581.086,1.107425398,1.817994581,4.523779514
581.288,1.117742016,1.89004468,4.553690462
581.491,1.114871719,1.865158516,4.364682533
581.693,1.051908108,1.80628821,4.474028067
581.896,1.04038837,1.745155931,4.332858448
582.098,1.068739619,1.919515862,4.507937386
582.301,1.07822691,1.661713495,4.409462877
582.503,1.09202219,1.804720199,4.446263657
582.705,1.093015969,1.726889311,4.461282376
582.908,1.142691971,1.769152378,4.442895061
583.11,1.084919475,1.768683521,4.510024065
583.312,1.120526817,1.737545716,4.41467028
583.515,1.033615849,1.743958786,4.329969312
583.717,1.021808182,1.741701678,4.36054867
583.919,1.089573243,1.797521424,4.350592829
584.122,1.063391296,1.89554761,4.431240016
584.324,1.105362719,1.85638015,4.249159005
584.526,1.081560198,1.825183726,4.345750784
584.728,1.066323533,1.725511547,4.208406963
584.931,1.02788587,1.769249566,4.337507288
585.133,1.048869788,1.625273514,4.336405025
585.335,1.072177248,1.668455273,4.145076668
585.537,1.042777429,1.746016856,4.341981851
585.74,0.992820342,1.801064478,4.356004078
585.942,1.098433723,1.670436952,4.162282567
586.144,0.995645467,1.725153714,4.350674134
586.346,1.0603579,1.684826616,4.317176773
586.548,1.018457012,1.847481515,4.324269078
586.75,1.055163709,1.705892613,4.300994123
586.952,1.06103388,1.7253389,4.357636622
587.154,1.032854955,1.645380836,4.206629373
587.357,1.027857841,1.686206432,4.318634293
587.559,1.068565536,1.645807803,4.194538142
587.761,1.045216803,1.652505524,4.146547176
587.963,1.024668405,1.731562167,4.095487889
588.165,1.033339359,1.729617457,4.19106002
588.367,1.023766169,1.677951047,4.117630152
588.569,0.993649594,1.707321051,4.217395949
588.771,1.044175948,1.662291832,4.178972864
588.973,0.974200051,1.685415084,4.174161303
589.175,1.012135226,1.631675317,4.192612924
589.377,0.992283596,1.776928725,4.202934941
589.578,1.025293606,1.731675302,4.123751542
589.78,1.002853706,1.638336013,4.221263183
589.982,1.013316458,1.614948797,4.086827472
590.184,1.038788464,1.6156318,4.100624598
590.386,1.032253916,1.648657645,4.242916374
590.588,1.031167499,1.552251467,4.073132306
590.79,1.050473276,1.670709957,4.090528493
590.992,1.048671824,1.628937169,4.140769761
591.193,0.97585933,1.634473712,4.134383813
591.395,0.984035387,1.629545171,4.055503793
591.597,0.96993905,1.688777206,4.133140166
591.799,1.023015242,1.621889135,4.046866729
592,1.016677224,1.645852517,4.038387882
592.202,0.994513698,1.623627757,4.052347347
592.404,1.008759025,1.517242125,4.1050504
592.606,1.013789394,1.573454554,4.058785114
592.807,0.952319712,1.572741543,4.011987131
593.009,0.971100079,1.621988973,4.077832297
593.211,1.015358996,1.575206453,3.914509093
593.412,0.986957791,1.559088028,4.007572053
593.614,0.982676641,1.761755529,4.061141412
593.816,1.006627665,1.676320954,4.037902038
594.017,0.988085932,1.725843543,4.063615642
594.219,0.995288834,1.676502026,4.124579016
594.421,0.980494016,1.56200698,3.98448826
594.622,1.004464428,1.638557336,3.804669984
594.824,0.984747393,1.569771978,3.914826368
595.025,0.94447134,1.587154099,3.929503129
595.227,0.972032694,1.56427945,3.99225752
595.428,0.977421976,1.697107622,3.882095514
595.63,0.977572006,1.545757082,3.946770772
595.831,0.967506163,1.559819533,3.962206308
596.033,0.98654366,1.589891804,3.875491322
596.234,0.959159584,1.615789806,3.890035641
596.436,0.953270436,1.616051078,3.880246421
596.637,0.955565569,1.627639296,3.825704804
596.839,0.954386653,1.713588851,3.958553969
597.04,0.988782911,1.482166891,3.958482651
597.241,0.940517166,1.642854278,3.938149756
597.443,0.974800047,1.574981093,3.864594565
597.644,0.903117337,1.585342929,3.919040184
597.846,0.905145963,1.638546104,4.01560518
598.047,0.970689611,1.527342962,3.892766525
598.248,0.960791692,1.658692321,3.899517386
598.45,0.994691096,1.523710578,3.920599751
598.651,0.93584892,1.515108996,3.823831729
598.852,0.929375998,1.570058388,3.835273736
599.053,0.990110863,1.523317927,3.822322064
599.255,0.915824777,1.498004418,3.799253408
599.456,0.934282341,1.543592485,3.936630614
599.657,0.95064224,1.516270647,3.904667164
599.858,0.925708695,1.590328784,3.976619884
600.06,0.945710571,1.535651573,3.877448488
600.261,0.888262444,1.531148682,3.782851213
600.462,0.963493842,1.589940562,3.808036788
600.663,0.968630903,1.569546213,3.855489269
600.864,0.958156131,1.594405128,3.931016048
601.066,0.921636394,1.572813289,3.684271411
601.267,0.901401357,1.462731859,3.688321145
601.468,0.915028409,1.592128872,3.733776732
601.669,0.900824344,1.525936363,3.605979897
601.87,0.923665183,1.477624521,3.829766394
602.071,0.92810164,1.58172897,3.864756945
602.272,0.938228475,1.527384396,3.714721979
602.473,0.93630374,1.422312088,3.722278771
602.674,0.877802034,1.491711341,3.766792265
602.875,0.916527898,1.51857144,3.782675704
603.076,0.911889327,1.450982118,3.665368399
603.277,0.901899931,1.437350446,3.750802088
603.478,0.882884878,1.415742422,3.655184971
603.679,0.85979789,1.550356191,3.70241663
603.88,0.849203004,1.513144819,3.678807927
604.081,0.933310302,1.434342466,3.649904839
604.282,0.910389997,1.556828249,3.733474316
604.483,0.903890326,1.377235106,3.683815699
604.684,0.906880089,1.476608328,3.586363342
604.885,0.860060918,1.449854365,3.618259583
605.085,0.861303622,1.540218161,3.502660539
605.286,0.867782505,1.476627832,3.682863259
605.487,0.927392462,1.450355609,3.762248114
605.688,0.921675973,1.503305173,3.601781874
605.889,0.87077421,1.438042725,3.652465758
606.09,0.882372645,1.506015658,3.611484925
606.29,0.860250155,1.450034926,3.62200839
606.491,0.847150245,1.430150929,3.555010535
606.692,0.92847009,1.384266646,3.558494346
606.893,0.835808686,1.457882687,3.469576572
607.093,0.836760266,1.383319007,3.648493988
607.294,0.89334599,1.441251542,3.636504349
607.495,0.86347723,1.341627372,3.432456982
607.695,0.810091788,1.354278787,3.590430989
607.896,0.868790591,1.517601923,3.523738689
608.097,0.80167762,1.400415251,3.480055998
608.297,0.878080492,1.429077194,3.497671195
608.498,0.829399242,1.527589541,3.487321633
608.699,0.862634231,1.364155605,3.47812262
608.899,0.83440182,1.365171119,3.574450613
609.1,0.818178658,1.339743158,3.493785067
609.3,0.819221298,1.400203711,3.398728938
609.501,0.82013791,1.42072315,3.554661625
609.702,0.828025553,1.43184987,3.533493712
609.902,0.862779528,1.466094944,3.399210631
610.103,0.81211304,1.359767973,3.378109437
610.303,0.814811292,1.422364751,3.338939631
610.504,0.767026514,1.316585917,3.464129542
610.704,0.841754114,1.401849847,3.345224243
610.905,0.817082288,1.366386893,3.405887503
611.105,0.828147615,1.396275694,3.285521253
611.305,0.846002711,1.389949736,3.292828066
611.506,0.818442633,1.309119458,3.258192197
611.706,0.841717814,1.337157879,3.445887745
611.907,0.849250559,1.413154048,3.258205248
612.107,0.817556483,1.409846412,3.302485926
612.307,0.79412066,1.40817113,3.247923728
612.508,0.814257783,1.4636801,3.309608979
612.708,0.827702521,1.296015268,3.235406641
612.908,0.76341133,1.313219806,3.399472103
613.109,0.794480298,1.238776926,3.208348252
613.309,0.777245527,1.368420882,3.223831392
613.509,0.763049915,1.249528251,3.174936954
613.71,0.788868123,1.38778003,3.278846656
613.91,0.742456794,1.286686683,3.244204517
614.11,0.774148906,1.255226832,3.255770673
614.31,0.75984816,1.358740041,3.101986971
614.51,0.759533043,1.334146836,3.074762316
614.711,0.74957143,1.340794616,3.091118165
614.911,0.748182509,1.259216387,3.120864306
615.111,0.752830205,1.280585314,3.083437138
615.311,0.759609505,1.176059076,3.135847227
615.511,0.783544052,1.193599353,3.07649688
615.711,0.770236355,1.276492109,3.142144981
615.912,0.762815801,1.218793775,2.982534876
616.112,0.757146845,1.242363515,3.078467633
616.312,0.77113946,1.336180543,3.057452121
616.512,0.731775402,1.182684186,3.081570494
616.712,0.728877998,1.293641543,3.083899973
616.912,0.701997921,1.24701815,3.057333892
617.112,0.760766359,1.162320919,3.157144739
617.312,0.749458836,1.243982481,2.97077595
617.512,0.722940528,1.194496926,3.076079147
617.712,0.729514221,1.164241189,2.86911911
617.912,0.766575316,1.175497156,2.886922676
618.112,0.684371083,1.149920578,2.954346627
618.312,0.764423325,1.247576105,2.915173078
618.512,0.712991898,1.212632284,3.015439425
618.712,0.705803145,1.227164943,2.960875054
618.912,0.715891921,1.191512246,2.945212724
619.112,0.703283223,1.172896284,2.923388395
619.311,0.707471227,1.209268723,2.924092437
619.511,0.713870565,1.176994509,2.888582496
619.711,0.656863776,1.185272233,2.83232843
619.911,0.698286316,1.192105218,2.794731397
620.111,0.687087316,1.256196837,2.796846369
620.311,0.69976692,1.118786025,2.841949379
620.51,0.710923463,1.130478422,2.923458861
620.71,0.677256152,1.149432207,2.755302293
620.91,0.704823234,1.095630102,2.81945794
621.11,0.731081195,1.101741952,2.876106842
621.309,0.662614665,1.150697903,2.784937859
621.509,0.685559397,1.105644927,2.797141935
621.709,0.667153746,1.103656781,2.817852336
621.909,0.713194982,1.087734105,2.842032178
622.108,0.681930312,1.097376571,2.779301237
622.308,0.673206359,1.03839499,2.74374591
622.508,0.671773633,1.088856979,2.775710182
622.707,0.657475987,1.131336244,2.706787514
622.907,0.666202926,1.05093316,2.664285528
623.106,0.659486162,1.074607149,2.675135995
623.306,0.646097717,1.013080443,2.679301675
623.506,0.642201793,1.127874103,2.616135972
623.705,0.677776764,1.123627081,2.720575355
623.905,0.638905831,1.066946445,2.595454306
624.104,0.622612293,1.081170308,2.629750786
624.304,0.646896727,1.151963992,2.472882598
624.503,0.616550215,1.061256895,2.591649075
624.703,0.659608476,1.098256815,2.590163176
624.902,0.65459714,1.081622029,2.601286726
625.102,0.608613852,1.011674877,2.556945189
625.301,0.639159169,1.142655484,2.610243503
625.501,0.604918888,1.107657305,2.602153835
625.7,0.637515266,0.957869008,2.584003587
625.899,0.623036032,1.064256985,2.593120302
626.099,0.650282777,0.99220252,2.543291433
626.298,0.595613594,1.025385268,2.512727773
626.498,0.604114914,1.018263276,2.515157235
626.697,0.626698361,0.999780093,2.497578236
626.896,0.615681706,0.971723172,2.465955441
627.096,0.626921857,1.046008331,2.380481992
627.295,0.579547796,1.045673332,2.376242308
627.494,0.587470674,1.00079406,2.445310109
627.694,0.608346724,0.920784054,2.397456217
627.893,0.626736388,0.939799707,2.426392532
628.092,0.589444163,1.019677723,2.399007753
