,5015,15096,25173,35246,45319,55386
706.058,0.166046096,0.210965897,0.145360457,0.04911179,0.079072642,0.265025941
706.251,0.161833747,0.219014056,0.155342697,0.056138331,0.087201001,0.239753904
706.445,0.165091492,0.228908627,0.13598984,0.046760921,0.087854165,0.224173734
706.638,0.148609253,0.211378439,0.147764175,0.049287638,0.077005224,0.232487504
706.831,0.163869654,0.28406333,0.149080435,0.050729025,0.081451317,0.141872325
707.025,0.15329852,0.27576297,0.117707829,0.055099722,0.084825207,0.197149042
707.218,0.134976328,0.2715768,0.135016402,0.043837223,0.079907181,0.27283704
707.411,0.146769654,0.275789876,0.157344836,0.044105453,0.081645616,0.226029908
707.605,0.146796864,0.232650619,0.110428453,0.04552116,0.081463447,0.245379846
707.798,0.144135866,0.313418657,0.164201622,0.045977897,0.079985204,0.303905808
707.991,0.152945614,0.249987037,0.163457077,0.046799632,0.086259734,0.167080821
708.185,0.143856263,0.189275833,0.161763521,0.052188171,0.092784123,0.259889902
708.378,0.152640459,0.277876824,0.155698841,0.03786372,0.079520646,0.194276044
708.571,0.136457004,0.205842781,0.147061308,0.042416052,0.079911924,0.22530554
708.765,0.168216371,0.179155761,0.160479192,0.048869935,0.082317196,0.22042847
708.958,0.150539073,0.243311926,0.17269623,0.029723126,0.07888236,0.275423711
709.151,0.163524322,0.236590424,0.164400747,0.053673232,0.086788733,0.223197262
709.344,0.147218998,0.289536844,0.130776257,0.053754638,0.09127677,0.280410703
709.537,0.143197111,0.269021645,0.156572677,0.048584722,0.078722167,0.192127007
709.731,0.145809621,0.206195293,0.151282861,0.047224166,0.091672275,0.209331522
709.924,0.154860147,0.20697559,0.168576404,0.058886003,0.081557065,0.202101136
710.117,0.168825755,0.266630252,0.13442373,0.042551663,0.078625427,0.268788891
710.31,0.154867404,0.215627213,0.151182394,0.052515202,0.089839342,0.259226084
710.503,0.15854374,0.362794456,0.121849592,0.051991849,0.080868719,0.190153353
710.696,0.159991109,0.302707933,0.140735372,0.059228454,0.08369199,0.199019005
710.889,0.149623779,0.211433895,0.164687729,0.053617052,0.089091017,0.245541997
711.083,0.155731896,0.254930253,0.134271282,0.05092977,0.086270427,0.200048475
711.276,0.155482618,0.258173865,0.176990395,0.045849614,0.079453836,0.209388398
711.469,0.149370299,0.271889263,0.164448373,0.053228481,0.075309456,0.184468767
711.662,0.151055742,0.214226467,0.137195935,0.061351383,0.087910476,0.226783808
711.855,0.155975992,0.216847693,0.155336792,0.0577044,0.081769653,0.231223978
712.048,0.138539207,0.25539632,0.155942314,0.044635089,0.082222728,0.17276631
712.241,0.170488915,0.228203016,0.167497355,0.051175693,0.082748166,0.316062567
712.434,0.147682887,0.245154603,0.131854057,0.053650804,0.091688432,0.260271998
712.627,0.14661435,0.271426283,0.165361719,0.054139592,0.083463401,0.197886643
712.82,0.150517869,0.168760651,0.146222532,0.036008167,0.083670961,0.186542912
713.012,0.168847652,0.258407828,0.16630678,0.047841159,0.086743097,0.213987633
713.205,0.155530115,0.298309181,0.168051562,0.053368351,0.090937192,0.203227971
713.398,0.161988216,0.243130434,0.174002649,0.056019175,0.07907264,0.218658553
713.591,0.154011034,0.223840178,0.175051555,0.059995687,0.080348996,0.237885756
713.784,0.157001285,0.271819621,0.092948386,0.049950314,0.081650761,0.210956071
713.977,0.152706052,0.217055694,0.143316947,0.046764883,0.083897608,0.18150274
714.17,0.156795645,0.217338526,0.192449478,0.050282716,0.08366683,0.199773028
714.363,0.147682163,0.227445721,0.118302129,0.052463179,0.080552287,0.189080774
714.555,0.157703545,0.293480421,0.133694594,0.052946399,0.090989106,0.290063334
714.748,0.157052764,0.241141052,0.174503007,0.059233479,0.081163672,0.176179209
714.941,0.164477983,0.18493334,0.132471846,0.04725275,0.087556715,0.190523977
715.134,0.162107279,0.307525762,0.126089851,0.059708327,0.083421334,0.342123781
715.326,0.158484215,0.193950911,0.194975072,0.038899879,0.085689029,0.192516202
715.519,0.155317391,0.219016381,0.141627612,0.047911797,0.089635243,0.246811879
715.712,0.15113428,0.259314054,0.132287961,0.035907804,0.086454619,0.230010889
715.905,0.153800334,0.227923357,0.111546465,0.052462677,0.089037233,0.167789525
716.097,0.159855497,0.252634895,0.113831759,0.055223286,0.083380612,0.284839762
716.29,0.150999817,0.205638651,0.127855261,0.053146815,0.08376001,0.206680242
716.483,0.154636509,0.250441009,0.137418392,0.045752748,0.085770494,0.18275062
716.675,0.151451946,0.2552243,0.170526539,0.042640239,0.088461935,0.197048039
716.868,0.161490066,0.225469298,0.121773479,0.041905035,0.087012561,0.324505743
717.06,0.145819699,0.189022467,0.155286729,0.0459453,0.076457819,0.176990666
717.253,0.146754857,0.251433923,0.14258596,0.050214857,0.082487811,0.222747574
717.446,0.160941123,0.255134521,0.109736213,0.049553051,0.081942467,0.186216642
717.638,0.159209659,0.230609894,0.163565355,0.055306411,0.08144646,0.217544148
717.831,0.145204995,0.152117466,0.146899865,0.030036287,0.077093335,0.203890278
718.023,0.155589878,0.232028298,0.162477463,0.047580511,0.086186925,0.247470017
718.216,0.146893457,0.230141688,0.138079088,0.04628931,0.085979981,0.243724952
718.408,0.150672508,0.267936368,0.143432024,0.057040811,0.077380953,0.255853469
718.601,0.146470338,0.251559827,0.135342413,0.055279853,0.082766352,0.184932745
718.793,0.149088584,0.258765724,0.111559051,0.043189752,0.087986273,0.160848156
718.986,0.148746533,0.190477397,0.152330899,0.044493572,0.076627488,0.140008674
719.178,0.156996765,0.219486457,0.15523664,0.06330447,0.082612599,0.242269189
719.371,0.15438373,0.228675816,0.156105579,0.05473225,0.081670286,0.215589953
719.563,0.137071723,0.283872125,0.136761604,0.046387578,0.086825978,0.211641867
719.755,0.158881097,0.219634507,0.151485282,0.060291915,0.076115822,0.24337769
719.948,0.165302022,0.179956708,0.1232732,0.054217241,0.088899668,0.220363726
720.14,0.169333119,0.197442435,0.16034084,0.043204374,0.073925227,0.255880561
720.332,0.158861581,0.293138073,0.116781527,0.04752822,0.084979673,0.206239613
720.525,0.156521951,0.321843688,0.157269698,0.044377764,0.080342933,0.321619836
720.717,0.154000099,0.301874,0.125201466,0.041856186,0.085625612,0.19708829
720.909,0.155383306,0.310926948,0.121211842,0.036878195,0.086403441,0.300799817
721.102,0.163251753,0.219329817,0.176302531,0.052737624,0.083468766,0.254466432
721.294,0.147167977,0.202282527,0.176076357,0.05516282,0.084056334,0.23763789
721.486,0.156821193,0.200469926,0.161096459,0.054912727,0.086819592,0.276716032
721.678,0.156613619,0.252758084,0.142396384,0.048716628,0.087182226,0.276094604
721.871,0.150068777,0.229126873,0.10933131,0.03698901,0.082781336,0.222911837
722.063,0.164870053,0.223529816,0.112079233,0.038933751,0.073357891,0.246297888
722.255,0.151527125,0.238329548,0.156252065,0.039480809,0.080710856,0.175286754
722.447,0.160560304,0.19594509,0.156763092,0.04759721,0.085353629,0.172681884
722.639,0.149872614,0.227428533,0.159500783,0.052259629,0.084876426,0.223954424
722.832,0.156088354,0.274201396,0.152131219,0.048095065,0.081897869,0.24106588
723.024,0.167908299,0.20976256,0.156502732,0.038247057,0.084222144,0.185794254
723.216,0.150750304,0.259134563,0.132366679,0.049347551,0.080355813,0.239693604
723.408,0.155682663,0.292362523,0.182199696,0.044143012,0.08524729,0.291606379
723.6,0.166024575,0.227517614,0.121986735,0.054656055,0.083499441,0.249309234
723.792,0.154341099,0.29117757,0.169459579,0.056268258,0.083229368,0.222696181
723.984,0.162337532,0.206334172,0.164381852,0.045798672,0.086039375,0.226646631
724.176,0.170443619,0.263054171,0.149366002,0.045703675,0.08987433,0.179083572
724.368,0.157010827,0.206337599,0.134076723,0.050558654,0.078756057,0.193109269
724.56,0.161574478,0.278374801,0.141476624,0.052410657,0.081126097,0.261806379
724.752,0.164279513,0.277831067,0.177540973,0.044299029,0.077289192,0.217554385
724.944,0.160545148,0.250461206,0.111163986,0.058517014,0.08538485,0.230311971
725.136,0.15402536,0.246594037,0.162064861,0.041359066,0.080917556,0.186148951
725.328,0.152801383,0.235716658,0.108146142,0.045482736,0.084842039,0.182672892
725.52,0.154348991,0.195050572,0.127556154,0.052686406,0.084265244,0.251025036
725.712,0.154485725,0.233615231,0.128978961,0.066191518,0.089327621,0.224832031
725.904,0.156857013,0.313289925,0.169643751,0.044438766,0.082543666,0.184967536
726.096,0.155192883,0.214386133,0.179178288,0.055606139,0.083834733,0.177977864
726.288,0.158495865,0.262890281,0.117841693,0.053135213,0.091382572,0.158542344
726.48,0.155651379,0.240451916,0.157823241,0.050243377,0.090691633,0.160586939
726.671,0.152501226,0.263239699,0.122412296,0.052118502,0.087112634,0.24025409
726.863,0.149797102,0.268843922,0.121047353,0.04072672,0.08637111,0.223513537
727.055,0.159839229,0.230641006,0.179729558,0.052017354,0.071497155,0.221553573
727.247,0.161271336,0.266018558,0.118312743,0.060087698,0.080324145,0.257441227
727.439,0.165159674,0.203055921,0.18225983,0.047699432,0.085461392,0.230421645
727.63,0.164027204,0.246960187,0.141495292,0.049576173,0.092093877,0.220043732
727.822,0.15944011,0.196798835,0.137189458,0.052385864,0.077859845,0.185767632
728.014,0.159088608,0.173839902,0.140305386,0.046669418,0.082869183,0.248267887
728.206,0.175807085,0.252323269,0.13083347,0.053508456,0.087990728,0.245343137
728.397,0.159581706,0.18800426,0.159187047,0.050790113,0.080938027,0.201201633
728.589,0.154814858,0.227350347,0.134350061,0.058094481,0.085068694,0.256770213
728.781,0.155530474,0.275688532,0.173296416,0.046155229,0.084208675,0.280886866
728.972,0.15315423,0.180836766,0.155012043,0.039197828,0.081250591,0.191125766
729.164,0.164427781,0.256049576,0.156975835,0.058192295,0.081511608,0.205862495
729.356,0.155205748,0.265369636,0.161436655,0.053567185,0.075446642,0.256517265
729.547,0.142367949,0.268363483,0.128836779,0.055039813,0.078367435,0.280810057
729.739,0.149609561,0.30155372,0.148014963,0.039825492,0.083530445,0.222285834
729.93,0.160395447,0.213480276,0.13740714,0.049867637,0.085264792,0.264687468
730.122,0.156123432,0.185146535,0.17146099,0.05249766,0.088374323,0.271688684
730.314,0.165129027,0.25812017,0.148056521,0.051214093,0.087232931,0.217563034
730.505,0.15070768,0.193007788,0.144923876,0.047670982,0.086173467,0.222487989
730.697,0.157467445,0.247903264,0.148657204,0.035502677,0.08590503,0.176530709
730.888,0.166919172,0.242615689,0.146534707,0.055750193,0.094066678,0.202221584
731.08,0.156226463,0.222587524,0.178714756,0.047356429,0.082110834,0.303772284
731.271,0.150674525,0.238909052,0.149875479,0.038497709,0.092748003,0.183640233
731.463,0.17553345,0.228148549,0.151085345,0.051847455,0.082283983,0.220560121
731.654,0.145478852,0.277126817,0.16146345,0.04503539,0.077714459,0.115595539
731.845,0.159055774,0.281361783,0.148387659,0.05204929,0.080406106,0.23220526
732.037,0.163664664,0.234248317,0.168100486,0.059196504,0.084722076,0.164964154
732.228,0.16720227,0.286671067,0.124225352,0.0623214,0.078920251,0.229988354
732.42,0.147199905,0.232271307,0.168031033,0.046346006,0.073064474,0.193594752
732.611,0.157526236,0.223499636,0.142688747,0.040012043,0.082722544,0.217716378
732.802,0.155991195,0.259913447,0.137470111,0.05782684,0.080634993,0.244161547
732.994,0.155342469,0.222833236,0.137762929,0.044414333,0.079745244,0.281625981
733.185,0.156905446,0.26608437,0.141202332,0.044469511,0.084877684,0.311428307
733.376,0.166210914,0.281519904,0.122335104,0.044001758,0.087433789,0.237549417
733.568,0.15604382,0.25554772,0.173377494,0.05618615,0.077638647,0.195449297
733.759,0.156551579,0.332914264,0.180237981,0.054060944,0.089456255,0.25669296
733.95,0.149619949,0.227335328,0.154342817,0.054728891,0.083065687,0.112197251
734.141,0.160123643,0.250812673,0.149658874,0.03822944,0.082303861,0.117398917
734.333,0.149582085,0.187705996,0.152152162,0.039302964,0.087043057,0.19291993
734.524,0.16246685,0.200894754,0.117906167,0.052636467,0.07888593,0.267229353
734.715,0.158583925,0.245602311,0.137579001,0.044735112,0.088216765,0.165929246
734.906,0.151821551,0.22601304,0.127760136,0.050624917,0.084307815,0.15187018
735.097,0.156954661,0.235770692,0.145286774,0.059037047,0.086818138,0.225033026
735.289,0.154789648,0.167863962,0.150018679,0.052227157,0.0782178,0.245371031
735.48,0.165233314,0.229305722,0.172796799,0.056385336,0.081212477,0.225031003
735.671,0.159106866,0.208934467,0.161588127,0.04126928,0.086637063,0.197750796
735.862,0.155516039,0.189513227,0.176384152,0.058342575,0.085163297,0.278257819
736.053,0.149010967,0.219214929,0.145079905,0.060396305,0.070085433,0.188330668
736.244,0.16060576,0.250049123,0.160098289,0.040577401,0.084837649,0.282764094
736.435,0.156785194,0.222837757,0.181506084,0.036602205,0.085792238,0.333112549
736.626,0.152971673,0.218625774,0.173477839,0.049866031,0.081789073,0.214809964
736.817,0.165233046,0.161854733,0.122998056,0.039842236,0.086144035,0.208581115
737.008,0.149513954,0.277094077,0.16450517,0.056016709,0.087247463,0.07455793
737.199,0.161620768,0.290990219,0.171569316,0.065733251,0.08099011,0.17524774
737.39,0.146331067,0.297445634,0.173109723,0.053428211,0.091743407,0.184779286
737.581,0.150275107,0.28314209,0.162214697,0.05346988,0.090912617,0.171178394
737.772,0.148059237,0.236299225,0.144323714,0.051624915,0.078354563,0.192353416
737.963,0.160627478,0.269953837,0.142138136,0.061385634,0.083893866,0.212813622
738.154,0.143625906,0.196399518,0.157664071,0.04698912,0.08721265,0.244003999
738.345,0.148407963,0.199528589,0.138346968,0.04136272,0.094319781,0.222846213
738.536,0.150796222,0.291974414,0.17315367,0.048597177,0.083883088,0.193472498
738.727,0.155063988,0.241220982,0.135495348,0.046399968,0.092211349,0.25710816
738.918,0.150712154,0.198956102,0.161006016,0.042124132,0.08451541,0.253286996
739.108,0.157321678,0.222815679,0.165209143,0.063887965,0.082845946,0.160684163
739.299,0.164110601,0.287741842,0.164828766,0.057138103,0.07844927,0.160643286
739.49,0.17351258,0.300125308,0.153997306,0.056748233,0.091583342,0.265461593
739.681,0.161489485,0.206395092,0.14552657,0.049675856,0.085546233,0.231282369
739.872,0.147219319,0.233695164,0.13916796,0.055324454,0.087616319,0.192782823
740.062,0.159911093,0.225378018,0.151447063,0.045798249,0.08183768,0.283710492
740.253,0.156751775,0.261404767,0.156559064,0.048001775,0.078339868,0.200999105
740.444,0.147140383,0.260066419,0.174143281,0.050359361,0.081265843,0.176604411
740.635,0.158758759,0.266174502,0.146067902,0.058576897,0.086125609,0.213392993
740.825,0.166562208,0.277416414,0.138037036,0.046102475,0.080621515,0.174767931
741.016,0.163480321,0.209234487,0.189997958,0.050368017,0.090097164,0.225196504
741.207,0.158835076,0.256565754,0.099329267,0.045137691,0.086914317,0.194297279
741.397,0.139392422,0.254207549,0.165058908,0.043930518,0.090376591,0.206519193
741.588,0.164941106,0.26685308,0.162752216,0.055085394,0.08909352,0.2385589
741.779,0.151140361,0.325969792,0.192745045,0.040887385,0.085093227,0.194396438
741.969,0.144595995,0.248744006,0.129545371,0.043982801,0.081215136,0.248165973
742.16,0.151170561,0.250813806,0.146522353,0.056272912,0.085179161,0.229401493
742.351,0.172348504,0.258786555,0.162449719,0.050726132,0.082863265,0.211022579
742.541,0.157256859,0.299928881,0.162768954,0.043148069,0.087772852,0.231308032
742.732,0.152014839,0.269635122,0.185013485,0.054445163,0.085890714,0.236232925
742.922,0.168800718,0.196596195,0.143824401,0.046068661,0.080981977,0.316933591
743.113,0.159563977,0.199904118,0.169961609,0.066761825,0.093275879,0.23888072
743.303,0.153907092,0.296828913,0.181584838,0.047329793,0.087751544,0.330380835
743.494,0.157201851,0.288794596,0.15716779,0.046849269,0.086554144,0.242709781
743.684,0.156700361,0.264427513,0.171320411,0.044938075,0.084670262,0.264383966
743.875,0.14500601,0.2823487,0.177021978,0.051250669,0.081725672,0.176955353
744.065,0.151589153,0.186516019,0.135328743,0.037780873,0.09086001,0.226505092
744.256,0.159881889,0.176046409,0.138274482,0.055695018,0.085081192,0.192786377
744.446,0.161607969,0.242758648,0.179549556,0.05126288,0.086867794,0.21113542
744.636,0.148942147,0.262214305,0.160070154,0.060455015,0.083143124,0.247066553
744.827,0.170006495,0.216145664,0.128069516,0.055687493,0.094987129,0.18191698
745.017,0.135022988,0.273410015,0.137132306,0.056096544,0.084039812,0.180122322
745.207,0.158898429,0.269575886,0.170475588,0.051391501,0.086520472,0.238095084
745.398,0.166107114,0.262692483,0.158258778,0.043745956,0.085951488,0.255997264
745.588,0.142237194,0.182547628,0.181646893,0.055792406,0.087411713,0.329517173
745.778,0.151965837,0.226203511,0.19294694,0.055203043,0.087246017,0.149519396
745.969,0.157536883,0.262486556,0.152642273,0.042194572,0.091255696,0.167965726
746.159,0.156368675,0.2325745,0.163306532,0.04606203,0.09187734,0.251664891
746.349,0.162759405,0.295780472,0.150610481,0.041346054,0.090591383,0.253630941
746.539,0.16048977,0.206539801,0.148025452,0.048575668,0.084965086,0.173679153
746.73,0.166646506,0.19952502,0.183698779,0.05263095,0.080694144,0.269182569
746.92,0.175164556,0.227942021,0.1507513,0.050281905,0.087580836,0.25727541
747.11,0.154751366,0.321414424,0.14593489,0.062919326,0.079786672,0.204465785
747.3,0.164332536,0.293400737,0.146664732,0.053954894,0.093627877,0.26592259
747.49,0.155196202,0.215210276,0.150679508,0.046457234,0.089136088,0.208113697
747.681,0.166952881,0.309769691,0.175673135,0.04437381,0.089581829,0.315137922
747.871,0.159059706,0.236205631,0.151551815,0.042378551,0.090815289,0.186666459
748.061,0.162826991,0.239663728,0.176306537,0.057098092,0.093613525,0.131177452
748.251,0.182435992,0.245906523,0.156238541,0.054977639,0.085751499,0.258370655
748.441,0.179937961,0.330333058,0.16572965,0.061787177,0.095889288,0.282245981
748.631,0.162137433,0.318658319,0.163084572,0.056473233,0.104646271,0.331716002
748.821,0.194883526,0.261340901,0.160041558,0.057512799,0.095628953,0.301664203
749.011,0.181333137,0.366916653,0.189533481,0.066032657,0.105063361,0.347516594
749.201,0.178088737,0.392062591,0.150049711,0.060162877,0.104905016,0.331810401
749.391,0.193364395,0.304903607,0.184264731,0.060911674,0.098643636,0.36920698
749.581,0.187432001,0.320708528,0.171875037,0.060151043,0.094735803,0.242156102
749.771,0.181117812,0.326083981,0.178428988,0.058449718,0.093174177,0.177998128
749.961,0.175370424,0.290026484,0.156931923,0.050904761,0.099634032,0.182427489
750.151,0.180209197,0.350588545,0.153087099,0.064528399,0.103884022,0.282385319
750.341,0.179895392,0.284590888,0.110173442,0.061729206,0.095167296,0.321152789
750.531,0.188005113,0.324995745,0.181610386,0.046398283,0.100731193,0.316552414
750.721,0.171748522,0.313415338,0.156840313,0.058915058,0.100222756,0.277620559
750.911,0.173746751,0.314424653,0.174579089,0.052210861,0.094349739,0.324852666
751.101,0.178517317,0.263744985,0.154486342,0.057246772,0.091634988,0.337525148
751.29,0.175584595,0.308064655,0.183452315,0.056477507,0.094555954,0.170907693
751.48,0.176552382,0.283185913,0.173191602,0.053414817,0.093759001,0.244618972
751.67,0.204383767,0.264289952,0.174694848,0.050681174,0.090550971,0.216361153
751.86,0.179524134,0.325140978,0.169934345,0.03651899,0.092475778,0.151297879
752.05,0.171121504,0.288524473,0.176012827,0.053822083,0.093304528,0.359111659
752.24,0.178259465,0.284822136,0.186082294,0.056617044,0.095516451,0.260299428
752.429,0.154730058,0.27665534,0.151048525,0.047101927,0.098529637,0.252601271
752.619,0.164933579,0.222490286,0.169403506,0.051884909,0.094915814,0.247919749
752.809,0.171078923,0.243302427,0.163709582,0.043419886,0.084159922,0.228658954
752.998,0.157895911,0.217376719,0.132251089,0.052974265,0.090771471,0.199834535
753.188,0.169432626,0.241409532,0.176509769,0.052843376,0.090887277,0.258538266
753.378,0.166021954,0.2936393,0.164940357,0.054985865,0.089947108,0.230656892
753.568,0.160635211,0.316001458,0.14034335,0.057721175,0.085783132,0.271842166
753.757,0.162678365,0.249242141,0.170455292,0.053472387,0.0914283,0.302429553
753.947,0.169615153,0.297879415,0.168966429,0.0634751,0.095624027,0.282652075
754.136,0.181950955,0.346213834,0.160544116,0.057624529,0.096149698,0.266073852
754.326,0.192156259,0.313087732,0.136885579,0.07064658,0.094614708,0.272157943
754.516,0.192701302,0.399209507,0.152129037,0.060426445,0.103205064,0.280718691
754.705,0.205712087,0.476439066,0.159035369,0.066339996,0.110778714,0.366633957
754.895,0.199014583,0.571899455,0.143740829,0.041613852,0.087219462,0.362675745
