,5015,15096,25173,35246,45319,55386
755.084,0.241079418,0.602031988,0.170002,0.056992218,0.09446207,0.337330328
755.274,0.202143598,0.684166383,0.122957293,0.052018855,0.091737827,0.479742051
755.463,0.245723859,0.732662351,0.168242508,0.060222992,0.090909713,0.47695643
755.653,0.222967919,0.739438408,0.063624074,0.058957957,0.087236366,0.52827582
755.842,0.229721102,0.800658371,0.115339997,0.062462306,0.096737712,0.607159699
756.032,0.267049497,0.859537763,0.113969922,0.066850117,0.083793697,0.547282512
756.221,0.258810633,0.822820605,0.133549998,0.067097295,0.092323107,0.63395454
756.411,0.26209394,0.879187805,0.189276125,0.064295066,0.085526149,0.617817873
756.6,0.255360404,0.871437879,0.113398495,0.073605962,0.089632251,0.616033976
756.789,0.274531436,0.916817686,0.109044395,0.06024594,0.083378747,0.691706274
756.979,0.275736068,0.971362521,0.129890991,0.058075088,0.089494578,0.776039944
757.168,0.279293963,1.000720746,0.079479574,0.056429755,0.082139275,0.697006689
757.358,0.32360682,0.95021856,0.085098947,0.05428705,0.082890791,0.810773462
757.547,0.300197696,1.094404001,0.082765679,0.063786265,0.07829403,0.910089744
757.736,0.286656702,1.028981989,0.065527052,0.054117357,0.084239183,0.775506813
757.926,0.302460923,1.009795862,0.084523911,0.057252662,0.07745761,0.755724242
758.115,0.264659349,1.000770646,0.106139336,0.070252524,0.092847781,0.606638911
758.304,0.279833993,0.855176884,0.127087777,0.055574687,0.093627647,0.715262206
758.493,0.26798644,0.780437511,0.10987821,0.064678028,0.092016945,0.656300184
758.683,0.281864289,0.799203521,0.128215761,0.063443355,0.09339514,0.666166418
758.872,0.26912255,0.90052071,0.12084417,0.066762332,0.084752399,0.72173145
759.061,0.256435456,1.006470665,0.084153971,0.069055581,0.086485701,0.625311968
759.25,0.271898518,0.807026404,0.079340874,0.050803862,0.098092732,0.610873515
759.439,0.277390819,0.835057935,0.164197702,0.059460874,0.095324791,0.692803689
759.629,0.250114527,0.747762479,0.117588216,0.051237376,0.090694292,0.584662545
759.818,0.273928196,0.869312629,0.114855875,0.07035975,0.087810205,0.759804468
760.007,0.289431871,0.999029328,0.140759637,0.069879652,0.086889034,0.88440634
760.196,0.317323129,1.051121877,0.092100584,0.052836637,0.060023837,0.92146465
760.385,0.352493322,1.246991709,0.093777848,0.065921663,0.067208565,0.907805189
760.574,0.412632447,1.49484082,0.138940869,0.052411573,0.048281412,1.108382196
760.763,0.459048763,1.649953703,0.092039883,0.05639985,0.042887345,1.491679419
760.952,0.564067545,1.848077221,0.158160773,0.067192707,0.0382058,1.507572774
761.141,0.650601628,2.0065495,0.149157398,0.08233665,0.019847776,1.785271363
761.33,0.727216657,2.383788243,0.183275194,0.050907078,0.018704365,2.057766594
761.519,0.783444494,2.517800908,0.138614615,0.07441162,0.008308887,2.270556129
761.708,0.870749354,2.684334619,0.193314817,0.063528622,0.03964481,2.484932462
761.897,0.901844889,2.916097254,0.25363214,0.057767385,0.041414892,2.497412348
762.086,0.9293032,2.818993214,0.238001138,0.049925858,0.041378147,2.42918753
762.275,0.878484272,2.769465971,0.202611855,0.052802402,0.038547083,2.437775577
762.464,0.899092782,2.794502845,0.18568647,0.057225432,0.050073209,2.361105842
762.653,0.81832301,2.691309946,0.186146079,0.042729575,0.022392322,2.300759615
762.842,0.838062967,2.630555391,0.241735525,0.094704156,0.029933538,2.30811394
763.031,0.836675641,2.629910701,0.222116208,0.055830418,0.023274202,2.431557806
763.22,0.87155632,2.807389466,0.190851733,0.037864272,0.036400357,2.435256491
763.409,0.839305495,2.885479089,0.164980046,0.087356844,0.016875733,2.413007982
763.597,0.89813528,2.882076411,0.20612897,0.069737654,0.042112084,2.523437848
763.786,0.807879299,2.593127678,0.185751335,0.067914721,0.027205504,2.408522356
763.975,0.830747966,2.62453799,0.170395866,0.074601003,0.019818778,2.232251958
764.164,0.737919278,2.547678429,0.222021948,0.052536764,0.014839179,2.08962699
764.353,0.663634429,2.275128183,0.214504099,0.050308606,0.023678563,1.84404261
764.541,0.604807684,2.098492557,0.142882514,0.053961938,0.022563551,1.690997042
764.73,0.582206181,1.900149264,0.187151826,0.04401294,0.021557586,1.708741102
764.919,0.528985188,1.783675825,0.110121463,0.055375167,0.036620236,1.685415871
765.108,0.527445639,1.89671163,0.171812236,0.033116185,0.031660163,1.563953803
765.296,0.500567013,1.692066423,0.09400764,0.06978489,0.043129169,1.459196957
765.485,0.482941497,1.838230799,0.096472772,0.060679221,0.029908453,1.42075416
765.674,0.517016669,1.802512406,0.121463151,0.065175197,0.042806438,1.472821616
765.862,0.521081499,1.747569311,0.132721527,0.047145992,0.031947141,1.549809412
766.051,0.512104662,1.81564543,0.166627523,0.04902728,0.029963771,1.485058129
766.239,0.573500186,1.866109371,0.129378195,0.055773055,0.047816542,1.505847606
766.428,0.565778698,1.955576041,0.179582939,0.064093158,0.032557192,1.684447477
766.617,0.618478698,2.148547047,0.203012039,0.052693471,0.021844568,1.719332454
766.805,0.661575205,2.375845436,0.288001648,0.051994411,0.017040086,1.711386683
766.994,0.688532183,2.371100099,0.2636831,0.054519053,0.008187704,1.81437738
767.182,0.71202727,2.356508929,0.244086701,0.045506167,0.014915039,2.045206966
767.371,0.803903995,2.621388021,0.28419931,0.043486307,0.003263542,2.179023889
767.559,0.82897313,2.848285516,0.188699023,0.073635505,0.021183694,2.36985621
767.748,0.877676819,2.979951309,0.239275808,0.058251038,0.05118517,2.435420867
767.936,0.941939109,3.118514746,0.327531577,0.094466778,0.035649449,2.551977525
768.125,0.921643047,3.169368352,0.256192873,0.084090685,0.040561672,2.512373294
768.313,0.915512691,3.065092133,0.263146023,0.064368972,0.042019381,2.547381207
768.502,0.942700993,3.103078183,0.333571019,0.052182901,0.051656664,2.609712307
768.69,0.905383461,3.04811309,0.278449452,0.08003227,0.043844519,2.527677296
768.878,0.922674673,3.023114513,0.274876815,0.099843635,0.03622365,2.274568401
769.067,0.849807689,2.876137771,0.217052814,0.075289025,0.029732424,2.208628172
769.255,0.831886149,2.788018316,0.271537376,0.073092462,0.028934469,2.197112798
769.444,0.877400639,2.903896545,0.255263658,0.061093775,0.033126629,2.365897589
769.632,0.862654557,3.014813639,0.232776575,0.075932841,0.034687959,2.145420061
769.82,0.859712148,2.987260092,0.208529717,0.0700742,0.034085626,2.273798511
770.008,0.938657576,3.038708432,0.270878961,0.063027242,0.064618384,2.44441781
770.197,0.957479121,3.082578911,0.261796684,0.083296398,0.0350799,2.558569616
770.385,0.959523306,3.131931898,0.345111377,0.066347519,0.048172745,2.706664326
770.573,0.919846345,3.11481823,0.28771744,0.042015948,0.05245043,2.624506163
770.761,0.935433287,2.895899709,0.272809095,0.064188713,0.050061356,2.399903159
770.95,0.844132146,2.771914977,0.260190755,0.07214289,0.019453909,2.274682544
771.138,0.777878624,2.652054429,0.165935583,0.058951165,0.033893285,2.130010716
771.326,0.742883381,2.471584975,0.154460545,0.049570196,0.023630802,2.003657769
771.514,0.718542068,2.414837768,0.169203972,0.046778039,0.010860277,2.160341617
771.702,0.715786747,2.519861127,0.153554606,0.074041509,0.025095525,1.991511782
771.891,0.760607404,2.580491258,0.167180603,0.063986237,0.027397372,2.123371935
772.079,0.777385803,2.427093081,0.169556569,0.066302617,0.016947568,2.12823414
772.267,0.810364611,2.440637394,0.180914227,0.065555067,0.021536707,2.120082958
772.455,0.808524216,2.720575637,0.265729246,0.063277787,0.036002667,2.269459094
772.643,0.824865569,2.784291292,0.117606056,0.054528731,0.025736996,2.280132468
772.831,0.838373211,2.705241862,0.194280218,0.076241431,0.021200006,2.33498847
773.019,0.824863434,2.891539756,0.27735658,0.06533127,0.040294228,2.148404321
773.207,0.872100492,2.781891368,0.194255793,0.092145673,0.037931973,2.348275392
773.395,0.946625395,3.032516015,0.26721655,0.07643962,0.059626986,2.50400173
773.583,1.027937125,3.43654644,0.243983653,0.089140369,0.048228151,2.551970862
773.771,1.223810251,3.805187353,0.202439715,0.09526534,0.101904266,2.984421338
773.959,1.309688639,4.069796873,0.25865475,0.111140569,0.111469059,3.501030624
774.147,1.417760823,4.465398936,0.34970234,0.127469304,0.144177044,3.819191558
774.335,1.538695304,4.815315319,0.371126613,0.111089952,0.127655367,3.982211839
774.523,1.565012505,4.896471514,0.392203659,0.110879069,0.160563344,4.176958389
774.711,1.612858311,5.079558255,0.339437626,0.117623453,0.166584447,4.21553451
774.899,1.701077246,5.191203054,0.372172695,0.122927908,0.182811926,4.372493119
775.087,1.642793907,5.023884646,0.331686467,0.119426169,0.148332088,4.11205545
775.274,1.499820263,4.775043725,0.365943812,0.101873686,0.151261736,3.864289353
775.462,1.41787946,4.508872143,0.38718913,0.118485528,0.146274359,3.739191245
775.65,1.299832301,4.01661208,0.293988044,0.094022812,0.116332013,3.415884422
775.838,1.163420263,3.722385017,0.336069487,0.112048546,0.099610106,3.236611795
776.026,1.076517255,3.533395199,0.332683848,0.111930738,0.076361778,2.843020388
776.213,1.018436347,3.249185833,0.275887223,0.068879941,0.07105591,2.812460625
776.401,0.986277938,3.2258462,0.230956372,0.082433483,0.056296946,2.611879891
776.589,0.965338511,3.334003101,0.294118831,0.068079714,0.051669166,2.521901807
776.777,0.996493336,3.242783443,0.273271544,0.102097195,0.071473814,2.75418314
776.964,1.026793157,3.220181609,0.275895844,0.061066694,0.068471164,2.665445311
777.152,0.990445816,3.280504623,0.264453951,0.090919595,0.041032307,2.644940051
777.34,0.956403818,3.338081955,0.210129606,0.081003219,0.061598514,2.468658264
777.527,0.867011922,2.85241224,0.213374021,0.07594793,0.053487838,2.287425224
777.715,0.84263743,2.739258787,0.15155413,0.060313488,0.024047223,2.182758824
777.903,0.731028295,2.50537686,0.198210878,0.081150058,0.033739786,1.956594005
778.09,0.659883954,2.38042459,0.226468185,0.063165539,0.009340427,1.858755522
778.278,0.615166335,2.248912067,0.172001995,0.058303976,0.005752138,1.744256867
778.465,0.560163612,2.065113987,0.214332942,0.051518761,0.013288697,1.567662761
778.653,0.531859542,2.14230868,0.152384025,0.046341579,0.027917732,1.535460491
778.841,0.550863822,1.988792795,0.099922705,0.052784384,0.033221424,1.672517088
779.028,0.551115924,1.950540275,0.197307916,0.086063308,0.019103947,1.518672972
779.216,0.538640645,1.970356371,0.191444893,0.05084354,0.029955746,1.441123091
779.403,0.536969894,1.992079718,0.100061884,0.058039976,0.020636112,1.544860317
779.591,0.490204298,2.024111124,0.153682863,0.044992171,0.02759972,1.502680914
779.778,0.518954185,1.840496838,0.17558453,0.057614477,0.035358985,1.383993682
779.966,0.498852775,1.70295112,0.13773627,0.047493222,0.040553527,1.482425733
780.153,0.507381926,1.77141221,0.115239801,0.042841981,0.030969935,1.391972072
780.34,0.509533786,1.950700242,0.201573524,0.065769572,0.023945606,1.548385107
780.528,0.586843828,2.115174369,0.142657965,0.059737004,0.003368655,1.566047963
780.715,0.59577452,2.100440399,0.190955562,0.054605771,0.02660778,1.88423787
780.903,0.631170977,2.539930567,0.215862901,0.052723444,0.008810455,1.816697061
781.09,0.693093813,2.31663581,0.192287263,0.073801318,0.01068879,1.958540265
781.277,0.764292034,2.563382312,0.295759323,0.066725679,0.025443969,2.236607012
781.465,0.768817995,2.658347113,0.244185911,0.059692826,0.011495655,2.216846053
781.652,0.806895669,2.783806438,0.23520251,0.057734686,0.027029522,2.203573988
781.839,0.822972692,2.598798925,0.172080233,0.071925634,0.017259716,2.181621614
782.027,0.810482031,2.712899295,0.191314216,0.042174115,0.030767201,2.233252723
782.214,0.747653644,2.405656769,0.141772318,0.068752019,0.017736432,2.071908347
782.401,0.69879371,2.228422255,0.208204785,0.056936321,0.010013295,1.856573994
782.588,0.634859385,2.238342541,0.132088129,0.062971383,0.003295498,1.953147774
782.776,0.603495843,2.116375868,0.15829463,0.052901892,0.003503801,1.645323675
782.963,0.578261865,1.960506213,0.158517574,0.064131279,0.042626703,1.656072874
783.15,0.524435949,1.941565829,0.170674835,0.06261517,0.025896816,1.434031953
783.337,0.488996647,1.780820536,0.167327902,0.05746639,0.036331104,1.455447299
783.524,0.460256541,1.761910154,0.095483445,0.055222442,0.037897148,1.311711116
783.711,0.413777058,1.608229079,0.068947504,0.059320472,0.047878812,1.125795288
783.898,0.40489059,1.564018691,0.155404184,0.062127651,0.044323052,1.148951741
784.086,0.382681924,1.486909519,0.146720196,0.084727386,0.057778782,1.140215486
784.273,0.354573384,1.270054242,0.155650616,0.057067126,0.062351329,0.961343743
784.46,0.312360874,1.245812444,0.128036928,0.088499223,0.064330569,0.898613396
784.647,0.302709351,1.146323786,0.118905767,0.050404807,0.065425881,0.924345074
784.834,0.293008895,1.091787481,0.108360766,0.069183863,0.067510898,0.783706572
785.021,0.264965596,1.209141343,0.12600477,0.06418012,0.068595328,0.831812103
785.208,0.256786972,1.068580183,0.127956295,0.057055031,0.072225507,0.768708347
785.395,0.281180493,1.197716836,0.131813742,0.063119694,0.076136187,0.858827059
785.582,0.311430065,1.139810808,0.080790991,0.067720485,0.068800187,0.863803741
785.769,0.293104942,1.179952368,0.109833717,0.059927138,0.068802617,0.946410805
785.956,0.334962301,1.262411003,0.027247096,0.081354806,0.072964516,0.966865714
786.143,0.332914681,1.220047944,0.097816387,0.057507798,0.062322165,1.036744542
786.33,0.362321497,1.2652977,0.101841248,0.059908558,0.055977199,0.919382785
786.516,0.358782686,1.370416791,0.136592268,0.056808243,0.05583156,1.068084188
786.703,0.350181531,1.256979948,0.103520943,0.084756833,0.068621519,1.178141526
786.89,0.399704901,1.419550143,0.155339363,0.051580453,0.050825439,1.301749349
787.077,0.42792113,1.549211037,0.136540727,0.063460817,0.053933074,1.096739298
787.264,0.438443917,1.576004387,0.08471148,0.038843767,0.041677484,1.255265783
787.451,0.447246526,1.580787714,0.138945308,0.074304386,0.042934471,1.34883312
787.638,0.49850345,1.785238786,0.212426052,0.053946584,0.033255112,1.339728039
787.824,0.539503867,1.674978176,0.082245137,0.057620618,0.030709472,1.408753404
788.011,0.584679415,2.055974614,0.182886599,0.062655347,0.007330655,1.520745248
788.198,0.643760513,2.186143187,0.115348957,0.04894298,0.02157458,1.903721843
788.385,0.663215521,2.350933904,0.172150167,0.069091581,0.016635164,1.757574505
788.571,0.68726231,2.301521284,0.183315862,0.053463228,0.014164481,1.981893916
788.758,0.700049978,2.177784909,0.224013568,0.045994185,0.013828039,1.942421849
788.945,0.667165463,2.325568453,0.196026628,0.075184505,0.017492516,1.917153785
789.131,0.687866742,2.267001714,0.094565911,0.05745866,0.004556062,1.83885305
789.318,0.670410106,2.157089506,0.123823505,0.048511663,0.006743087,1.638773875
789.505,0.636729685,2.190831222,0.225892034,0.070230115,0.002426336,1.710637196
789.691,0.609342342,2.118078894,0.100337232,0.051099098,0.016420003,1.681786711
789.878,0.600788643,2.053470265,0.187508016,0.052162027,0.007101944,1.764671127
790.064,0.620888866,2.045623583,0.159059539,0.066002394,0.017764625,1.570940935
790.251,0.643375724,2.19340256,0.180142107,0.04663157,0.002654354,1.824679346
790.438,0.627250083,2.259952963,0.178099515,0.068610973,0.012059727,1.757111787
790.624,0.681138163,2.291524491,0.18362234,0.030389948,0.016413255,1.858845634
790.811,0.658623063,2.283612333,0.21495809,0.056300013,0.006886953,1.860293777
790.997,0.704062197,2.297513774,0.170857825,0.0407884,0.021678409,1.852589374
791.184,0.6214327,2.12023234,0.203925942,0.053868715,0.018998328,1.825282114
791.37,0.593229614,2.092165148,0.168703525,0.032617107,0.025373733,1.51499158
791.557,0.557696882,2.017044377,0.132729215,0.056042979,0.028679226,1.580463898
791.743,0.49661745,1.869227658,0.102651136,0.045194572,0.027969521,1.478599534
791.93,0.504903765,1.78913906,0.151864423,0.061090476,0.034157247,1.500680979
792.116,0.472652394,1.794294406,0.144142044,0.030567063,0.037053941,1.36286188
792.302,0.46267354,1.718929739,0.111867053,0.06719316,0.037647936,1.305423038
792.489,0.482941664,1.778180101,0.155500409,0.060883036,0.029267621,1.39657064
792.675,0.446337831,1.565010237,0.155186326,0.046332633,0.040804556,1.313162022
792.861,0.476796754,1.651759465,0.15159091,0.048793299,0.029355031,1.481782396
793.048,0.447460589,1.678565448,0.102764288,0.05094215,0.041800335,1.342604811
793.234,0.439057277,1.689320144,0.143679696,0.068929028,0.045682054,1.19493536
793.42,0.450857326,1.602982344,0.131634222,0.05438329,0.046095235,1.160245511
793.607,0.424484281,1.51917674,0.152790249,0.059054187,0.045828421,1.347834344
793.793,0.42619418,1.62187289,0.052420454,0.051445864,0.05289113,1.342697766
793.979,0.40918261,1.615570231,0.09757841,0.058369678,0.053868294,1.265843325
794.165,0.422226443,1.57038505,0.212727703,0.04039852,0.048946044,1.353205426
794.352,0.455010711,1.632093293,0.13967235,0.049916926,0.037127128,1.343287476
794.538,0.458825578,1.792993834,0.142010977,0.047869345,0.028911687,1.351248105
794.724,0.532495572,1.835181766,0.159168774,0.033024171,0.029255092,1.446110617
794.91,0.5487199,1.892310724,0.154302474,0.037718535,0.028436978,1.548773661
795.096,0.616362406,2.15011567,0.194864461,0.046827765,0.016540453,1.637522219
795.283,0.646533969,2.132278046,0.154996053,0.045937269,0.010576169,1.645593939
795.469,0.661448469,2.247965416,0.240027161,0.041966899,0.015618251,1.916361073
795.655,0.671764542,2.286382017,0.188625446,0.045230714,0.0119871,1.796729575
795.841,0.730736091,2.356518948,0.18590767,0.07307226,0.01558961,1.944152957
796.027,0.698466092,2.545843402,0.213236822,0.047689912,0.010775991,1.917045278
796.213,0.697078377,2.421003919,0.1338021,0.063965819,0.016163802,1.814496111
796.399,0.665031727,2.313806178,0.136514416,0.054524543,0.016858107,1.675506277
796.585,0.632023249,2.225200976,0.180836053,0.055914531,0.012976607,1.572539536
796.771,0.574682985,1.972560598,0.182007431,0.047346812,0.023714896,1.699264907
796.957,0.563988557,2.097473205,0.202124338,0.060501835,0.021048267,1.574403067
797.143,0.533123209,1.920233709,0.176349875,0.070244466,0.015856942,1.424574096
797.329,0.503290802,1.914988739,0.224969232,0.044369758,0.021562524,1.66014591
797.515,0.494202658,1.860622515,0.171988358,0.073147454,0.025754282,1.479612916
797.701,0.511461416,1.759861157,0.094516552,0.052952141,0.0275222,1.548052617
797.887,0.493859865,1.751202403,0.178239093,0.073157388,0.033228467,1.483136076
798.073,0.523701038,1.878121551,0.152945226,0.073643698,0.033468447,1.503488024
798.259,0.493404556,1.621028206,0.134947394,0.049473085,0.041283551,1.505164133
798.444,0.468396912,1.547293616,0.133129444,0.059588971,0.043134855,1.220131939
798.63,0.409700292,1.497875245,0.04975814,0.05895159,0.042112036,1.121773974
798.816,0.381515442,1.528086107,0.136144104,0.046195824,0.054737878,1.142620591
799.002,0.381958272,1.301846119,0.110920237,0.057102664,0.061660718,0.963156671
799.188,0.321246342,1.307342347,0.144445047,0.045876647,0.060678953,1.015116576
799.374,0.308541887,1.176434505,0.088158751,0.04576344,0.067540373,0.894847806
799.559,0.2854319,1.139917894,0.119371458,0.070236811,0.065925346,0.955755633
799.745,0.277384205,0.987276793,0.142584445,0.066148971,0.073403419,0.819942727
799.931,0.2730455,1.087069763,0.085586747,0.054637985,0.063887354,0.768653756
800.117,0.269071009,0.955320746,0.131330273,0.047288132,0.063915559,0.872092518
800.302,0.248027683,1.002950043,0.105825609,0.051447259,0.064210851,0.808265022
800.488,0.266712477,1.137708078,0.124909191,0.070371652,0.067682879,0.761093032
800.674,0.279957982,1.108157968,0.123003909,0.059968299,0.07084322,0.814035806
800.859,0.280907238,1.132638997,0.093513431,0.055197556,0.079429194,0.963904667
801.045,0.274810056,1.118832325,0.200410734,0.050041626,0.060663141,0.89251576
801.231,0.301566766,1.151624003,0.106980627,0.064959569,0.068241629,1.015029359
801.416,0.330488369,1.290646876,0.116434261,0.058083617,0.056892095,0.927127949
801.602,0.293227372,1.360161533,0.070829036,0.072566929,0.055602763,0.929979716
801.787,0.355556137,1.290973289,0.146934577,0.060175961,0.054808042,1.08781004
801.973,0.335682439,1.320521676,0.110448625,0.059612372,0.060382593,1.08755544
802.158,0.378089664,1.410574558,0.152104226,0.045002127,0.049316242,1.143377895
802.344,0.360602485,1.419824454,0.132148669,0.072884933,0.048272076,1.092782609
802.529,0.370634939,1.433268349,0.144873018,0.049029477,0.057117478,1.23731588
802.715,0.353977032,1.400029553,0.102341209,0.079276925,0.06569306,1.084913493
802.9,0.355987632,1.372619982,0.109897594,0.051613142,0.058781912,1.177258093
803.086,0.334199866,1.251044298,0.098717876,0.06644748,0.064221486,1.053502891
803.271,0.299417955,1.230284799,0.087054177,0.070649758,0.065238121,0.940532355
803.457,0.289516428,1.276290367,0.148755579,0.067743132,0.070813296,0.974282282
803.642,0.263673475,0.976814115,0.096074591,0.04793065,0.072524613,0.791334096
803.828,0.22749909,0.900823723,0.083621133,0.061927469,0.083087222,0.683645199
804.013,0.230430694,0.941015314,0.074592262,0.065966381,0.087674265,0.72711311
804.198,0.197387822,0.848736502,0.150395608,0.062934625,0.086316176,0.586367819
804.384,0.193137819,0.700261262,0.110460196,0.069417066,0.087197687,0.512644967
804.569,0.190276342,0.67291132,0.103802539,0.067886866,0.101157153,0.413430886
804.754,0.179534544,0.646532317,0.084732331,0.070466219,0.095557483,0.43357018
804.94,0.168004775,0.67935571,0.150625775,0.069077393,0.097466436,0.492238819
805.125,0.181459531,0.66475308,0.139758422,0.070975261,0.082196913,0.450627733
805.31,0.186235667,0.577135985,0.122825851,0.071727439,0.098045498,0.343936519
805.495,0.147380809,0.511628217,0.123608789,0.060107378,0.094065013,0.381807731
805.681,0.177425847,0.515552049,0.181274604,0.055840495,0.093592979,0.432997523
805.866,0.182350953,0.538279076,0.109924533,0.062377154,0.094109088,0.439612679
806.051,0.201621061,0.454529087,0.175764542,0.075375226,0.097898874,0.276157957
806.236,0.183969115,0.457244008,0.156931683,0.058372782,0.097818843,0.305785587
806.421,0.184752673,0.36421223,0.117639095,0.061128506,0.093605679,0.284196291
806.607,0.189151746,0.391254122,0.1362483,0.048818801,0.098642545,0.373543316
806.792,0.18351193,0.415519369,0.146183052,0.068813752,0.093545903,0.357988546
806.977,0.184933751,0.33839222,0.118266076,0.059216265,0.102471936,0.320457442
807.162,0.191641692,0.351475986,0.212797533,0.071230759,0.098681691,0.271709327
807.347,0.171926113,0.44547478,0.15389557,0.057668248,0.10085806,0.388258844
807.532,0.163752595,0.384020099,0.162048329,0.073039369,0.101882221,0.303650337
807.717,0.18202743,0.380996435,0.155847061,0.071267638,0.095318868,0.278855912
807.902,0.180094289,0.320268515,0.144055994,0.070425139,0.09910615,0.358834037
808.087,0.177947748,0.27732959,0.132426051,0.070221086,0.094688761,0.267028148
808.272,0.176851044,0.28737271,0.202993234,0.075433434,0.102802608,0.398693436
808.457,0.182543492,0.329625772,0.136188679,0.056595429,0.10214251,0.244398888
808.642,0.199621114,0.329339631,0.148810902,0.052158153,0.102126717,0.260040902
808.827,0.185003041,0.335038243,0.153666227,0.054717076,0.094245988,0.251600041
809.012,0.18336997,0.342186076,0.147082517,0.054883385,0.092529574,0.287699973
809.197,0.187651517,0.301576526,0.196908894,0.045861037,0.09618025,0.334475725
809.382,0.18484707,0.276944892,0.159700216,0.064556737,0.096828373,0.353454477
809.567,0.176188153,0.280584303,0.155258439,0.056941528,0.098057291,0.327821082
809.752,0.18680765,0.281310827,0.176471391,0.047537262,0.098164916,0.305375485
809.936,0.183250582,0.350408341,0.183038611,0.054058857,0.089090136,0.265457476
810.121,0.177695185,0.336164027,0.166271716,0.053447998,0.097407781,0.314874023
810.306,0.189620884,0.285011902,0.170806472,0.063940278,0.096855182,0.293918774
810.491,0.180642956,0.315030001,0.170415644,0.055419264,0.098119295,0.268117887
810.676,0.186227246,0.217957758,0.164493679,0.06402981,0.093420282,0.26563709
810.861,0.179484268,0.274157754,0.170608483,0.059733168,0.091454768,0.231998592
811.045,0.17811734,0.233683842,0.139802603,0.055090216,0.095727133,0.205645218
811.23,0.177889598,0.306092361,0.144803165,0.059066127,0.092021442,0.223217467
811.415,0.177495474,0.198032836,0.163026856,0.04945943,0.089039567,0.236945997
811.599,0.181501846,0.33322903,0.18405466,0.049262569,0.087955334,0.256452592
811.784,0.174337776,0.281167548,0.171039547,0.052202703,0.092138039,0.207739314
811.969,0.158160075,0.269570869,0.144635373,0.054179455,0.085941431,0.226876113
812.154,0.162586483,0.286030557,0.164171354,0.046636574,0.094799208,0.241040485
812.338,0.160862964,0.212996681,0.13044473,0.055206493,0.089845279,0.254569489
812.523,0.15818312,0.298191073,0.115619893,0.052027563,0.087272748,0.244160887
812.707,0.164668638,0.2316128,0.159189934,0.055440032,0.087163628,0.234277224
812.892,0.162036998,0.234927441,0.117921021,0.066258842,0.086404526,0.233154589
813.077,0.14663537,0.291265419,0.141387717,0.052643591,0.086501464,0.219712522
813.261,0.169289634,0.238580495,0.149969259,0.044275681,0.09528361,0.29943087
813.446,0.16656468,0.208373965,0.148036642,0.051808446,0.077370309,0.194756912
813.63,0.169152086,0.244173251,0.154915791,0.05131053,0.078409934,0.181629766
813.815,0.161646312,0.272562312,0.18176505,0.047874229,0.089301797,0.23330325
813.999,0.178562978,0.240653441,0.157704137,0.0566756,0.078741842,0.298518582
814.184,0.160057807,0.276220071,0.164275065,0.055326137,0.087927833,0.207537024
814.368,0.150018383,0.297196863,0.124682167,0.047648148,0.090997072,0.279386942
814.553,0.16195123,0.204742654,0.156477442,0.053715755,0.091721071,0.218133205
814.737,0.160888,0.289207108,0.13823414,0.056285585,0.08994233,0.210790722
814.921,0.157952324,0.26354114,0.159277731,0.046830503,0.084060384,0.220154919
815.106,0.142877294,0.269121251,0.130257213,0.054186821,0.087771936,0.215494029
815.29,0.165486558,0.270472624,0.157090215,0.054945907,0.085191413,0.233250742
815.475,0.16135964,0.246282572,0.153178657,0.054780773,0.086199907,0.265565866
815.659,0.165367508,0.29474528,0.153795136,0.046357201,0.0941915,0.191528163
815.843,0.171890118,0.276871246,0.133674035,0.050610436,0.08828506,0.162381348
816.028,0.157519338,0.178427109,0.174483721,0.049804392,0.083715173,0.258059494
816.212,0.156793569,0.239951073,0.157888039,0.032153957,0.078392201,0.171345066
816.396,0.150571528,0.281006716,0.127411015,0.047214755,0.090100654,0.187471818
816.58,0.143370596,0.280426878,0.158130699,0.038968725,0.085155583,0.3196042
816.765,0.159933377,0.2438348,0.139533248,0.048121985,0.085870897,0.309502179
816.949,0.164504744,0.240069985,0.130708966,0.061212017,0.083715846,0.175883981
817.133,0.148283164,0.287520882,0.181344022,0.050708174,0.087059141,0.268315765
817.317,0.162451398,0.219744048,0.138432903,0.062985753,0.085952793,0.312993836
817.502,0.156283423,0.244246105,0.169517636,0.043478424,0.081758263,0.19904543
817.686,0.16316561,0.266507663,0.15529442,0.055292118,0.094463095,0.272013782
817.87,0.158649012,0.231941082,0.142726928,0.047375496,0.080614174,0.260782667
818.054,0.160483661,0.29773363,0.147509886,0.05388298,0.084945055,0.209325813
818.238,0.154190448,0.199754517,0.129899429,0.052391247,0.088730649,0.175321527
818.422,0.15619436,0.240777583,0.187662233,0.048504381,0.090946888,0.263205615
818.606,0.156157269,0.311948415,0.119132182,0.042827629,0.076686929,0.262865838
818.79,0.155354692,0.23166601,0.124663089,0.03984817,0.088585857,0.243228733
818.975,0.160582215,0.222331601,0.157429794,0.063219593,0.083412876,0.227323517
819.159,0.149414566,0.301114591,0.141163283,0.044549521,0.078269773,0.297881402
819.343,0.163878425,0.19876975,0.148261247,0.046895549,0.093043492,0.233372243
819.527,0.151686896,0.265559208,0.161148522,0.049352116,0.081308471,0.257826846
819.711,0.159362004,0.241006151,0.144407688,0.050214042,0.088544902,0.174554442
819.895,0.152951543,0.268342322,0.170499761,0.050413718,0.083227248,0.178506675
820.078,0.150530731,0.2021445,0.147348169,0.041417639,0.08667554,0.217097864
