,10.019,38.18,65.97,94.647
601.066,0.401517925,1.267710439,0.192226758,0.002226344
601.267,0.411412643,1.278723162,0.186669946,0.002395926
601.468,0.376445013,1.264935257,0.19279143,0.002371449
601.669,0.382425243,1.22478729,0.178963455,0.002213307
601.87,0.379565192,1.211767067,0.191760981,0.002141745
602.071,0.369623167,1.217909396,0.185181117,0.002198612
602.272,0.395187127,1.237115903,0.177974601,0.002053542
602.473,0.385823639,1.24861877,0.186653136,0.002232737
602.674,0.40019719,1.271638815,0.181558878,0.002245403
602.875,0.393003479,1.232177196,0.18346288,0.002242919
603.076,0.40445837,1.23921665,0.194507001,0.002145598
603.277,0.385826808,1.255395001,0.177575746,0.002172255
603.478,0.380040007,1.215540391,0.167016379,0.002305722
603.679,0.362733131,1.218892683,0.192491892,0.00223138
603.88,0.401845566,1.208951537,0.178817744,0.002158689
604.081,0.402144629,1.186517292,0.182431603,0.00239784
604.282,0.381777059,1.228389112,0.178708333,0.002275109
604.483,0.386272179,1.181468753,0.184509254,0.002329662
604.684,0.375674107,1.221644499,0.172207833,0.002300087
604.885,0.372782063,1.211430681,0.170245529,0.002201347
605.085,0.385819397,1.173437337,0.173872274,0.002227311
605.286,0.368589738,1.193747982,0.178710842,0.002204023
605.487,0.39089841,1.211488103,0.182485617,0.002288997
605.688,0.387862268,1.197097922,0.177389616,0.002325323
605.889,0.397477228,1.212997865,0.163661531,0.002205172
606.09,0.392815014,1.217267042,0.180437054,0.002286642
606.29,0.379564095,1.175086187,0.172910273,0.002134885
606.491,0.385275509,1.175822571,0.178158385,0.002144419
606.692,0.37695447,1.158502171,0.175496204,0.00208557
606.893,0.367560482,1.190904484,0.174628488,0.002018326
607.093,0.380746864,1.206827519,0.173096523,0.002227124
607.294,0.381992192,1.153826637,0.184256149,0.002077756
607.495,0.375071604,1.177479643,0.170130821,0.002090858
607.695,0.385033101,1.165842565,0.168606425,0.001933025
607.896,0.361143534,1.120329657,0.166315019,0.002002046
608.097,0.369599074,1.177788644,0.178671899,0.002219693
608.297,0.366312994,1.1562862,0.169888639,0.002207202
608.498,0.361912519,1.141664171,0.168889939,0.002137619
608.699,0.3551948,1.113120081,0.179942968,0.002189507
608.899,0.368233663,1.114755857,0.173384595,0.00220559
609.1,0.367534306,1.105621906,0.164849471,0.002091859
609.3,0.380554977,1.126553057,0.167358575,0.00196996
609.501,0.357553861,1.142926438,0.153855361,0.00211476
609.702,0.384174018,1.135348732,0.165043248,0.002182172
609.902,0.35259965,1.149647084,0.171022174,0.002119026
610.103,0.36241779,1.092105067,0.157139173,0.002046882
610.303,0.376600159,1.150660384,0.173409527,0.001888894
610.504,0.36014389,1.133472984,0.160993391,0.002021089
610.704,0.345582934,1.091705789,0.164948992,0.002157856
610.905,0.365516302,1.111559498,0.177090749,0.002055134
611.105,0.337990392,1.101001132,0.161035766,0.001844179
611.305,0.351189018,1.116067142,0.168223986,0.002061339
611.506,0.357762297,1.123695237,0.157102467,0.002095746
611.706,0.339898642,1.09882373,0.16913351,0.001964944
611.907,0.347244919,1.120566859,0.158497736,0.00211526
612.107,0.337789411,1.096764964,0.158416017,0.001970773
612.307,0.363416001,1.094252197,0.164386048,0.002026703
612.508,0.353956271,1.109266275,0.162971994,0.002026761
612.708,0.339495205,1.096483329,0.165350357,0.001991913
612.908,0.346123528,1.092658683,0.168859034,0.002033463
613.109,0.326542596,1.087319159,0.161857641,0.001934238
613.309,0.340588241,1.093684309,0.151797896,0.002022208
613.509,0.362645358,1.036942808,0.161647012,0.001981659
613.71,0.325741131,1.014278179,0.154303499,0.002048596
613.91,0.35633959,1.046586854,0.147925829,0.001994517
614.11,0.32338807,1.065017702,0.142012355,0.001879149
614.31,0.336695452,1.026181653,0.157205772,0.001965181
614.51,0.325522005,1.067371088,0.152528322,0.00190292
614.711,0.34460281,1.046173237,0.163342888,0.00187613
614.911,0.339302391,1.021668145,0.147812791,0.001804432
615.111,0.355494944,1.026358276,0.164050882,0.001850267
615.311,0.334420888,1.057929968,0.142260479,0.002141323
615.511,0.342909871,1.00249505,0.148863141,0.001878602
615.711,0.327618096,1.024594199,0.152684093,0.001909718
615.912,0.332148091,1.032098096,0.146002777,0.002030796
616.112,0.302618925,1.022876285,0.147265086,0.001924369
616.312,0.336426347,1.057249876,0.150121968,0.001829445
616.512,0.293210589,1.02646932,0.147585649,0.00186174
616.712,0.306987387,1.015709171,0.149767194,0.001814331
616.912,0.312514711,1.008041404,0.147714586,0.001796359
617.112,0.320643125,1.00880827,0.151684207,0.001887801
617.312,0.305666662,0.991849924,0.14493013,0.001840029
617.512,0.312180131,1.013060291,0.148861632,0.001790647
617.712,0.290195795,1.020277253,0.142778799,0.001843716
617.912,0.291061059,0.989130608,0.147046776,0.001754632
618.112,0.305368354,0.992339247,0.142906517,0.001721098
618.312,0.309421702,0.967283752,0.150169842,0.001822265
618.512,0.287468288,0.992034902,0.133045238,0.00198498
618.712,0.335976842,0.979157265,0.142429922,0.001792688
618.912,0.310558951,0.987346442,0.140277856,0.001831209
619.112,0.301980243,0.964535761,0.139736775,0.001740746
619.311,0.322452912,0.962785588,0.130403227,0.001803204
619.511,0.302501555,0.972167141,0.146486127,0.001747866
619.711,0.307504234,0.982837202,0.137055209,0.00154919
619.911,0.308194145,0.939388494,0.135989335,0.001883627
620.111,0.292217066,0.947969741,0.149101618,0.001815662
620.311,0.300001643,0.945208625,0.139000763,0.001709218
620.51,0.306303321,0.95170264,0.137167011,0.001724052
620.71,0.298808177,0.950577468,0.138609689,0.001721148
620.91,0.310464561,0.966278033,0.129854899,0.001596606
621.11,0.273358602,0.925094245,0.127772378,0.001728675
621.309,0.286617521,0.882957152,0.132494501,0.001703662
621.509,0.293297326,0.922490026,0.138399796,0.001746061
621.709,0.316927667,0.91076706,0.136444408,0.001766525
621.909,0.311546707,0.923806054,0.141789314,0.001699613
622.108,0.316027993,0.949640458,0.132768639,0.00153083
622.308,0.280954868,0.895996453,0.137899916,0.001612727
622.508,0.274332345,0.902283569,0.129966124,0.001694976
622.707,0.301262138,0.869691209,0.127513387,0.001687275
622.907,0.252794543,0.890144352,0.13539819,0.00162027
623.106,0.290411686,0.914364581,0.12798147,0.001542431
623.306,0.292089357,0.873835825,0.133900311,0.001667137
623.506,0.283701293,0.911662451,0.131717638,0.00137669
623.705,0.272282244,0.889975506,0.140792893,0.001493835
623.905,0.28715906,0.875385976,0.125616654,0.001580425
624.104,0.274670481,0.883280346,0.126578099,0.001512584
624.304,0.268294664,0.873395315,0.126233346,0.001564885
624.503,0.290666933,0.895646922,0.13794436,0.00154751
624.703,0.277083509,0.858900881,0.124118994,0.001610752
624.902,0.270175934,0.906665068,0.127921349,0.001554187
625.102,0.26303059,0.851407898,0.130276946,0.001644711
625.301,0.260596665,0.892916226,0.131828141,0.001519588
625.501,0.270219147,0.855174481,0.125134043,0.001682802
625.7,0.286667902,0.885371839,0.126221524,0.001572867
625.899,0.272011169,0.848005371,0.130962121,0.001578922
626.099,0.260074039,0.848062728,0.115830875,0.001389164
626.298,0.254952862,0.816391014,0.121985193,0.001681525
626.498,0.260630238,0.804576763,0.111527065,0.001535088
626.697,0.257582439,0.836723079,0.124276541,0.00157323
626.896,0.268737828,0.810367725,0.115586741,0.001612783
627.096,0.272526051,0.811806831,0.122310131,0.001637972
627.295,0.280647559,0.816845482,0.129063108,0.00157874
627.494,0.25223952,0.821684562,0.116276369,0.001588817
627.694,0.272941359,0.829534514,0.105655651,0.001495592
627.893,0.24185697,0.834733333,0.115678699,0.001441583
628.092,0.272708053,0.790867357,0.121373546,0.001600074
628.291,0.25106386,0.793399028,0.120330986,0.001549503
628.491,0.254354187,0.818019683,0.10932211,0.001445404
628.69,0.250670106,0.826220684,0.110608831,0.001372756
628.889,0.232004779,0.787709364,0.108235815,0.00148426
629.088,0.255181584,0.814920333,0.11705866,0.001461894
629.287,0.24708248,0.801159029,0.122620219,0.001513999
629.486,0.247052071,0.798023708,0.110695628,0.001403901
629.686,0.242555285,0.764301805,0.116847913,0.001464737
629.885,0.253444525,0.776414243,0.120079672,0.001344601
630.084,0.234653982,0.773360376,0.109184243,0.001505781
630.283,0.256585848,0.754318307,0.110389348,0.001420053
630.482,0.224059041,0.756082564,0.105824679,0.001428189
630.681,0.262766546,0.779612625,0.112172189,0.001451808
630.88,0.253317478,0.772676522,0.121160636,0.001407125
631.079,0.237177513,0.765422636,0.11580058,0.001326914
631.278,0.256747508,0.792831878,0.108325695,0.001248104
631.477,0.236720382,0.747949852,0.11086101,0.001460193
631.676,0.23134331,0.756576017,0.115903934,0.001361401
631.875,0.233100163,0.731517011,0.113807148,0.001367994
632.074,0.22560023,0.728432587,0.106644168,0.001372229
632.273,0.218802097,0.750353386,0.099925614,0.001315976
632.472,0.237727831,0.731043485,0.118049901,0.001344028
632.671,0.226283492,0.711310872,0.11587132,0.00131554
632.87,0.237863167,0.724168034,0.112415265,0.001393039
633.069,0.221925827,0.732518187,0.094492039,0.001297337
633.268,0.252136964,0.7198044,0.114453212,0.00129572
633.467,0.235862505,0.722796546,0.108054122,0.001305677
633.666,0.218229539,0.726572391,0.092940399,0.001272762
633.864,0.227318153,0.700308294,0.108725104,0.001250563
634.063,0.229539673,0.676532251,0.110875512,0.001381562
634.262,0.210286292,0.70337113,0.101723905,0.001244748
634.461,0.215012515,0.69637058,0.106638442,0.001210533
634.66,0.229521721,0.675404875,0.102918016,0.001398292
634.858,0.229523329,0.720918039,0.10636783,0.00129949
635.057,0.225746954,0.686388382,0.104453903,0.001264956
635.256,0.214189356,0.705624981,0.101018474,0.001386416
635.455,0.209308432,0.677192144,0.105300552,0.001239469
635.653,0.221877537,0.683624975,0.107438099,0.001210873
635.852,0.216225086,0.697343741,0.101690128,0.001280822
636.051,0.225768055,0.671119653,0.095755116,0.001284534
636.249,0.224849452,0.682583105,0.106126547,0.001208174
636.448,0.222488846,0.702997972,0.095089683,0.001189032
636.647,0.220638764,0.668000998,0.088948403,0.001307033
636.845,0.209786998,0.65207642,0.104918636,0.001234222
637.044,0.212639567,0.664709876,0.098432507,0.001385915
637.243,0.207948289,0.6404939,0.09114397,0.001193701
637.441,0.197567966,0.679632433,0.095637786,0.001235797
637.64,0.205457075,0.689274481,0.093462324,0.001251362
637.838,0.201514931,0.648948269,0.090802971,0.001206274
638.037,0.183747521,0.650557378,0.095520762,0.001277503
638.235,0.206838791,0.656017797,0.091493972,0.001222515
638.434,0.200401867,0.632477703,0.094761817,0.001253002
638.632,0.201918318,0.638127397,0.094478655,0.001244898
638.831,0.206393771,0.640328923,0.091328741,0.001248454
639.029,0.213842896,0.631539698,0.090664268,0.001114355
639.228,0.204534504,0.6249393,0.08861147,0.001255598
639.426,0.21632291,0.649115382,0.096934324,0.001209037
639.625,0.201155171,0.617261184,0.094443588,0.001280297
639.823,0.201627701,0.609623498,0.095494195,0.001269693
640.022,0.189734272,0.628419023,0.085925045,0.001212009
640.22,0.188224341,0.621593907,0.088188967,0.001235074
640.418,0.21090186,0.647248814,0.089960512,0.00106722
640.617,0.216062011,0.633804605,0.094743056,0.001285533
640.815,0.19042313,0.598495387,0.093860514,0.001187872
641.013,0.202824921,0.629900085,0.085913971,0.001098604
641.212,0.191958392,0.615308922,0.090282088,0.001086556
641.41,0.191421569,0.625072762,0.091477911,0.001132896
641.608,0.209724803,0.594307347,0.081982639,0.001140606
641.807,0.192445909,0.622202467,0.086830488,0.001218965
642.005,0.189806202,0.589342409,0.087185942,0.001033543
642.203,0.19618759,0.612298511,0.098853222,0.001121222
642.401,0.182385418,0.595765072,0.083172341,0.001162833
642.6,0.180001441,0.593944982,0.085698324,0.001035256
642.798,0.211526413,0.602427653,0.085623902,0.001085038
642.996,0.198966111,0.586996458,0.088501278,0.001039158
643.194,0.183949136,0.557466101,0.090456462,0.000969906
643.392,0.193555157,0.59360435,0.08745238,0.001074689
643.59,0.175747346,0.572903084,0.083275724,0.000976676
643.789,0.178136331,0.575896422,0.086017363,0.001046423
643.987,0.185958668,0.572884713,0.085390716,0.001159523
644.185,0.185745262,0.546019,0.091351534,0.000971922
644.383,0.168879917,0.582735118,0.089312591,0.0010415
644.581,0.177586088,0.559300992,0.083565859,0.001012573
644.779,0.185438579,0.560171516,0.078359796,0.001100592
644.977,0.196723946,0.546148294,0.0843891,0.0009103
645.175,0.191616966,0.56458773,0.092694691,0.000940117
645.373,0.153678877,0.563651957,0.084346247,0.001073816
645.571,0.17583233,0.552381786,0.078281515,0.001039858
645.769,0.179129754,0.542949412,0.079971985,0.001023654
645.967,0.162815318,0.536973807,0.094316825,0.001016064
646.165,0.190153594,0.561972129,0.084345559,0.001015093
646.363,0.158665954,0.532079607,0.077898428,0.00104504
646.561,0.167943866,0.533340815,0.087298821,0.001052335
646.759,0.170738052,0.543970304,0.070515015,0.001042487
646.957,0.171070163,0.542028917,0.074861631,0.001048505
647.155,0.186563102,0.556465665,0.077238718,0.001064628
647.353,0.167591799,0.527166002,0.073454834,0.000973344
647.55,0.176048848,0.529643235,0.085871843,0.00093616
647.748,0.173259513,0.530760574,0.080915509,0.000905393
647.946,0.179407175,0.523686311,0.082212899,0.000940772
648.144,0.158996668,0.540614768,0.079529969,0.001009196
648.342,0.161057516,0.571290235,0.070835841,0.000870735
648.54,0.174897315,0.512876739,0.069859377,0.001022163
648.737,0.164378417,0.511022572,0.069659525,0.000910775
648.935,0.15460914,0.514919807,0.079928368,0.00095597
649.133,0.14904959,0.519686779,0.075644003,0.00088311
649.331,0.164579137,0.509697426,0.075587431,0.000935771
649.528,0.152479243,0.539467784,0.080714851,0.000955196
649.726,0.163166911,0.498225031,0.076031933,0.001032493
649.924,0.170543225,0.507616735,0.070835845,0.001091499
650.121,0.162450538,0.500000584,0.08055002,0.000977817
650.319,0.158053583,0.488450622,0.07410367,0.000957479
650.517,0.150587613,0.52266712,0.071439366,0.000943218
650.714,0.155713839,0.516285535,0.068499791,0.00093456
650.912,0.172146054,0.495814869,0.071513179,0.000918256
651.11,0.156525767,0.504936446,0.068147673,0.000881126
651.307,0.173525591,0.515893987,0.06802626,0.000837317
651.505,0.165141946,0.488516604,0.073077698,0.000991436
651.702,0.161019326,0.504323943,0.07279037,0.00086638
651.9,0.159969943,0.489592827,0.073774425,0.000906372
652.097,0.160990052,0.490170102,0.067988191,0.000937066
652.295,0.146334189,0.473495641,0.065851852,0.000909286
652.492,0.145640317,0.485970133,0.06300396,0.000859212
652.69,0.147769411,0.479739481,0.075225221,0.000830025
652.887,0.147269481,0.47768957,0.062566258,0.000960665
653.085,0.150256354,0.465232693,0.065481216,0.000927912
653.282,0.14644815,0.46864561,0.069527214,0.000976824
653.48,0.140078463,0.472360055,0.072278146,0.00088387
653.677,0.1427514,0.451289885,0.06692204,0.000796597
653.874,0.150037984,0.446863625,0.06829979,0.000914406
654.072,0.143578749,0.470513137,0.071152874,0.000853641
654.269,0.150224977,0.430657883,0.070889841,0.000895321
654.467,0.145281073,0.482718542,0.063078846,0.00090896
654.664,0.129317694,0.459451478,0.063011699,0.000913479
654.861,0.135949719,0.488063272,0.062894705,0.000968498
655.059,0.15734435,0.455822783,0.069737879,0.000834774
655.256,0.14155233,0.445055367,0.060562819,0.000795619
655.453,0.150875717,0.438392156,0.063488058,0.000873506
655.65,0.136870199,0.435875055,0.067442357,0.000825748
655.848,0.148856129,0.43064017,0.058998368,0.000937405
656.045,0.134073919,0.446758306,0.067813109,0.000963549
656.242,0.132823607,0.426316124,0.062166451,0.000826207
656.439,0.131065182,0.442745586,0.070592602,0.000878731
656.637,0.139834701,0.41524036,0.060419707,0.000864394
656.834,0.136458662,0.431440652,0.056796404,0.000762234
657.031,0.137415329,0.434848839,0.065312408,0.000779344
657.228,0.127405817,0.433178155,0.067713714,0.000819023
657.425,0.14065953,0.433597435,0.06282644,0.000893187
657.622,0.145903106,0.420367776,0.069840498,0.000891725
657.82,0.139671841,0.438717262,0.064786662,0.000755337
658.017,0.138643875,0.442285216,0.056296697,0.000798093
658.214,0.12784907,0.427918227,0.064542832,0.000826584
658.411,0.134523933,0.440713407,0.063927717,0.000767023
658.608,0.120286224,0.445941119,0.066634415,0.000741937
658.805,0.126910196,0.431434776,0.06319444,0.000744128
659.002,0.137629485,0.421046019,0.055844075,0.000803938
659.199,0.133625262,0.406797398,0.055995551,0.000792284
659.396,0.122788644,0.421103623,0.062359321,0.000805708
659.593,0.129064852,0.434523997,0.065494236,0.000778375
659.79,0.124537595,0.428921568,0.064489218,0.00072856
659.987,0.126042684,0.443147316,0.065887043,0.000763755
660.184,0.122117277,0.40623411,0.060173769,0.000870358
660.381,0.115916839,0.41343492,0.053387768,0.000747142
660.578,0.128359847,0.407379012,0.054856181,0.000685862
660.774,0.123157861,0.418113164,0.056625373,0.000781
660.971,0.138544976,0.413561621,0.058676475,0.000770926
661.168,0.120019718,0.419195327,0.055391428,0.000805729
661.365,0.130042508,0.388091654,0.048745918,0.000751521
661.562,0.13149748,0.399793035,0.057035294,0.000714675
661.759,0.122400028,0.388152403,0.057193712,0.000768446
661.956,0.138290285,0.39132025,0.057403304,0.000757401
662.152,0.121873006,0.391931919,0.060440868,0.000738634
662.349,0.120166995,0.365363849,0.056230439,0.000736026
662.546,0.1050033,0.381830868,0.049660146,0.000649262
662.743,0.112970706,0.389799854,0.056865657,0.000693627
662.939,0.117141627,0.375831873,0.051139597,0.000689879
663.136,0.122922863,0.375877217,0.052618592,0.000675604
663.333,0.123426483,0.370899377,0.058749165,0.000717334
663.53,0.119044598,0.392318946,0.058992287,0.000742426
663.726,0.113316193,0.377174476,0.057389858,0.000672901
663.923,0.112484612,0.38489299,0.060541826,0.000714367
664.119,0.11451777,0.385711008,0.056756775,0.000695315
664.316,0.11125903,0.387910224,0.058160243,0.000670444
664.513,0.120296243,0.348227696,0.057123492,0.000676098
664.709,0.124533579,0.35931878,0.054674876,0.000657723
664.906,0.124496203,0.388446739,0.057389615,0.000616483
665.103,0.110081685,0.378389877,0.056622481,0.000679933
665.299,0.132194633,0.365176567,0.056155691,0.000707041
665.496,0.120973571,0.361782852,0.048053588,0.000613704
665.692,0.11510559,0.366343383,0.051120043,0.000777124
665.889,0.104076728,0.397348527,0.052725615,0.000687602
666.085,0.11767827,0.382761407,0.052395291,0.000647919
666.282,0.116082201,0.36186553,0.058858863,0.000744937
666.478,0.116726432,0.378788634,0.053772745,0.000708674
666.675,0.104041157,0.353115072,0.054824172,0.000666033
666.871,0.118108116,0.358122867,0.048706614,0.000660117
667.067,0.117428406,0.360594089,0.044470245,0.000655728
667.264,0.114005779,0.348590658,0.050903822,0.00064375
667.46,0.124890648,0.355289125,0.045770945,0.000601698
667.657,0.118875587,0.355653252,0.050398659,0.000618546
667.853,0.100170064,0.35445222,0.053391658,0.000704437
668.049,0.130219932,0.360030226,0.049929062,0.000660465
668.246,0.097518168,0.352557763,0.052468573,0.000644475
668.442,0.115933229,0.339946805,0.051137721,0.000575698
668.638,0.101005779,0.357859862,0.047443854,0.000673292
668.835,0.092324198,0.334369713,0.058958907,0.00074812
669.031,0.107582874,0.352055938,0.05074352,0.000562701
669.227,0.104941708,0.341431238,0.044612397,0.000671377
669.424,0.12105568,0.356660972,0.054453297,0.000681796
669.62,0.109776776,0.369641931,0.047431637,0.000631448
669.816,0.109624963,0.340094951,0.055504031,0.000729047
670.012,0.088785744,0.332561931,0.053503586,0.00060622
670.208,0.107031382,0.330027171,0.047667358,0.000688033
670.405,0.100028315,0.359214351,0.043790869,0.000606964
670.601,0.110696623,0.337829894,0.049202767,0.000583675
670.797,0.108424228,0.33361646,0.047709649,0.000635702
670.993,0.106936932,0.314382667,0.052766363,0.000592509
671.189,0.101748074,0.33926958,0.051399341,0.00059038
671.385,0.102099366,0.324360557,0.047462376,0.000626768
671.581,0.092043806,0.322198835,0.045512967,0.000610612
671.777,0.102388194,0.304826204,0.049432917,0.000597082
671.974,0.099064902,0.335917887,0.048022331,0.000532093
672.17,0.098875927,0.33025519,0.043658841,0.000661143
672.366,0.10940413,0.33239238,0.044580243,0.000578546
672.562,0.104981057,0.335546595,0.047117449,0.000636026
672.758,0.099669828,0.322802103,0.04643152,0.00060974
672.954,0.101008684,0.324802249,0.049503054,0.000578929
673.15,0.098323244,0.316721582,0.048662655,0.000598602
673.346,0.094302722,0.327129758,0.040645651,0.000585845
673.542,0.108671946,0.324174074,0.046870596,0.000605552
673.737,0.103971387,0.338899465,0.054654867,0.00059165
673.933,0.090349284,0.300367637,0.044908103,0.000658207
674.129,0.101165704,0.314988592,0.050881179,0.000584323
674.325,0.0893807,0.318238124,0.04165754,0.000621144
674.521,0.103596684,0.31486745,0.040861431,0.000515445
674.717,0.098582976,0.327208345,0.04862487,0.000544276
674.913,0.10265564,0.327888959,0.050595284,0.000605246
675.109,0.091559193,0.314946941,0.043300972,0.00071526
675.304,0.103633295,0.324691389,0.041922325,0.000592959
675.5,0.09086383,0.299019852,0.041226077,0.000660474
675.696,0.098749838,0.314249867,0.042746206,0.000559875
675.892,0.09434502,0.317660054,0.048272393,0.000555328
676.088,0.104119795,0.3089341,0.040875184,0.000540073
676.283,0.104011474,0.301778884,0.046061191,0.000497154
676.479,0.080897746,0.288468639,0.041374658,0.000574043
676.675,0.090271132,0.29706719,0.043353215,0.000567843
676.87,0.085556271,0.299075943,0.044187563,0.000565858
677.066,0.096938877,0.29903011,0.044671931,0.0006242
677.262,0.095546084,0.290854438,0.042989518,0.000520821
677.457,0.087292773,0.29874036,0.039538042,0.00053806
677.653,0.090825523,0.293002605,0.04006713,0.000532364
677.849,0.088888032,0.287490732,0.041386818,0.000561723
678.044,0.088987913,0.288398757,0.044903251,0.000519277
678.24,0.092793405,0.296244292,0.044483673,0.000512843
678.435,0.098056935,0.298899187,0.044940029,0.000512518
678.631,0.079933441,0.291419766,0.043412729,0.000501811
678.827,0.099198164,0.282303927,0.04290517,0.000473303
679.022,0.091103016,0.300005281,0.039849125,0.000503318
679.218,0.090488657,0.27161714,0.043039734,0.00051914
679.413,0.094997539,0.262104917,0.046202425,0.00052316
679.609,0.091374176,0.291116961,0.045616758,0.000500072
679.804,0.085789251,0.305907093,0.036931599,0.000469522
680,0.079755009,0.265680287,0.039064969,0.000521975
680.195,0.084392766,0.276400539,0.036734625,0.000524319
680.39,0.07021268,0.296096753,0.042038467,0.000460693
680.586,0.087648841,0.300192426,0.040116479,0.000496788
680.781,0.091108559,0.293721131,0.035820386,0.000521074
680.977,0.089161332,0.266675468,0.042123941,0.000525177
681.172,0.07758285,0.292067407,0.045166696,0.000525875
681.367,0.087130397,0.281133805,0.037336242,0.000572963
681.563,0.084544606,0.265541625,0.045535898,0.000556255
681.758,0.092235764,0.26647865,0.036260983,0.00047773
681.953,0.084039736,0.270259835,0.038991782,0.000460437
682.149,0.093469122,0.256892316,0.034415944,0.000552195
682.344,0.078223212,0.277224666,0.038910261,0.000431557
682.539,0.08259025,0.267849396,0.037798137,0.000495808
682.735,0.085594346,0.265039825,0.043098926,0.00057815
682.93,0.077380614,0.26298552,0.039004183,0.000584836
683.125,0.073210932,0.261800813,0.042073956,0.000515546
683.32,0.078475053,0.253091579,0.036035578,0.000535118
683.515,0.080162706,0.249869958,0.038635519,0.000535088
683.711,0.099033062,0.273152426,0.04058922,0.000444088
683.906,0.083323986,0.278849149,0.041945444,0.000514391
684.101,0.088264881,0.247550966,0.038702703,0.00045063
684.296,0.08851723,0.275233398,0.037921338,0.000530043
684.491,0.073165456,0.280741035,0.036497543,0.000507299
684.686,0.067088328,0.265209019,0.036978891,0.000537441
684.881,0.080653439,0.266740682,0.035986303,0.000486843
685.076,0.085932766,0.256695329,0.040339995,0.000472639
685.272,0.088199624,0.254887632,0.039034223,0.000489742
685.467,0.088469001,0.261926235,0.034490979,0.000481068
685.662,0.067124816,0.241116146,0.038632987,0.000478114
685.857,0.079436887,0.25390382,0.03628001,0.000495485
686.052,0.079263388,0.261723989,0.038483632,0.000515379
686.247,0.077680695,0.229683615,0.037428965,0.000386633
686.442,0.080888018,0.225665274,0.043366509,0.000460032
686.637,0.077193596,0.249242502,0.04432854,0.000449674
686.832,0.073106249,0.23622477,0.036701218,0.000451647
687.026,0.078801065,0.234939721,0.034186267,0.000441916
687.221,0.070197442,0.223461635,0.035366175,0.000464598
687.416,0.088983294,0.249131469,0.038801233,0.000431638
687.611,0.078790996,0.267626808,0.034541366,0.000470935
687.806,0.074384981,0.248828202,0.031308907,0.000487188
688.001,0.082821981,0.243975753,0.032777996,0.000459188
688.196,0.074637416,0.236929587,0.036479523,0.000516556
688.391,0.082093281,0.24087264,0.034088145,0.000460792
688.585,0.069338455,0.240976091,0.041320918,0.000427628
688.78,0.076484759,0.235605424,0.036161763,0.000386155
688.975,0.067369771,0.24235089,0.036543467,0.000445796
689.17,0.072751962,0.256714544,0.032130679,0.000431885
689.365,0.074649053,0.267297105,0.035552828,0.000446341
689.559,0.070243625,0.2434058,0.039200412,0.000509049
689.754,0.087501465,0.230857001,0.037087737,0.000452831
689.949,0.07845952,0.246718015,0.033611201,0.000476702
690.143,0.068841172,0.24296959,0.035705806,0.000435124
690.338,0.081163631,0.249622305,0.032829837,0.000413798
690.533,0.066829376,0.240767582,0.037193008,0.000484238
690.727,0.084491097,0.243561675,0.03939194,0.000480409
690.922,0.078985812,0.248300389,0.03716949,0.000385103
691.117,0.075343829,0.236327214,0.040843491,0.000494496
691.311,0.075037639,0.242651627,0.033324393,0.000431662
691.506,0.075263495,0.239869885,0.028922009,0.000438467
691.7,0.06798858,0.247758975,0.038415941,0.000457398
691.895,0.075580175,0.23190241,0.039215427,0.00044788
692.09,0.070919315,0.223139513,0.028745341,0.000461018
692.284,0.067384892,0.225239415,0.032084532,0.000392095
692.479,0.080251878,0.231166161,0.035980606,0.000488287
692.673,0.072043491,0.222593444,0.035215091,0.000471411
692.868,0.073411027,0.228755132,0.034565085,0.000490171
693.062,0.065811269,0.227959501,0.036451199,0.00038295
693.256,0.076070412,0.242971466,0.033696469,0.000375478
693.451,0.071569205,0.234397787,0.027576486,0.0004
693.645,0.074708347,0.224176112,0.035302151,0.0004565
693.84,0.061405981,0.21293369,0.033127395,0.000410131
694.034,0.080553906,0.204825231,0.033689016,0.000425703
694.229,0.078492847,0.23852076,0.033181251,0.000399717
694.423,0.06099215,0.229569176,0.031833335,0.000348447
694.617,0.06805781,0.224630184,0.030183167,0.000382302
694.812,0.065713553,0.215131362,0.033586386,0.000368163
695.006,0.071537729,0.227493129,0.032434088,0.00041493
695.2,0.066688876,0.206062409,0.033922114,0.000444655
695.395,0.066616815,0.230628638,0.031519015,0.000419373
695.589,0.07396142,0.21331035,0.030742018,0.000384839
695.783,0.059433408,0.221869331,0.033818295,0.000407272
695.977,0.066257451,0.201094487,0.03244958,0.000385346
696.172,0.067764242,0.198915915,0.030800812,0.000425866
696.366,0.065705622,0.224992212,0.032604329,0.000327417
696.56,0.067689731,0.225456275,0.033804749,0.000416793
696.754,0.066670175,0.239146838,0.028441148,0.000368498
696.948,0.0693312,0.221251764,0.031626695,0.00041061
697.142,0.078172428,0.219644498,0.027754802,0.000404827
697.337,0.065041772,0.209631679,0.040803819,0.000437538
697.531,0.068481264,0.2368332,0.033261782,0.000413251
697.725,0.064803073,0.230246557,0.027222954,0.000474218
697.919,0.070626883,0.201917473,0.029530935,0.000414917
698.113,0.068127086,0.214253912,0.030477519,0.000373496
698.307,0.069512317,0.22029061,0.029301577,0.000314896
698.501,0.062781449,0.195961463,0.03185145,0.000362039
698.695,0.070901068,0.192095798,0.032404392,0.000438259
698.889,0.060038204,0.198529825,0.033071987,0.00031817
699.083,0.05873962,0.192369897,0.027220823,0.000384958
699.277,0.06282696,0.203760681,0.030969741,0.00038204
699.471,0.063929472,0.201905511,0.033806643,0.000349116
