,10.019,38.18,65.97,94.647
529.839,0.53514166,1.729821389,0.260949269,0.003096679
530.045,0.537986798,1.700446613,0.254911002,0.003067528
530.251,0.5507784,1.698422972,0.248658691,0.003250475
530.457,0.560671795,1.737417614,0.259580532,0.002947641
530.663,0.546925598,1.709327078,0.26067335,0.003014414
530.868,0.539396136,1.740496012,0.259847503,0.003061782
531.074,0.581469584,1.737770474,0.265086919,0.003051612
531.28,0.5410546,1.698180732,0.256078193,0.003167357
531.485,0.530060739,1.766298569,0.244547029,0.002864525
531.691,0.555084251,1.745542493,0.258902963,0.003288004
531.897,0.55951028,1.68307745,0.269654956,0.003111201
532.103,0.544100524,1.745834609,0.258241447,0.003013007
532.308,0.548783166,1.720134126,0.26876315,0.003108887
532.514,0.547477752,1.750178921,0.266831885,0.003136935
532.72,0.566079432,1.732719281,0.258981047,0.003221917
532.925,0.548367237,1.71998547,0.256550643,0.003232277
533.131,0.553023667,1.713975108,0.27196232,0.003209316
533.336,0.549351814,1.698071339,0.254518535,0.003314012
533.542,0.519019149,1.680327252,0.26031682,0.003316399
533.748,0.56929013,1.705715263,0.250285556,0.003108479
533.953,0.556866148,1.716750463,0.253799722,0.003081891
534.159,0.535749028,1.739447704,0.264967044,0.002888044
534.364,0.50933018,1.718511032,0.268388679,0.003227814
534.57,0.553663082,1.745427718,0.263907665,0.003127837
534.775,0.571736342,1.744703372,0.255291366,0.003288827
534.981,0.569059581,1.73597574,0.268966708,0.003132748
535.186,0.546593969,1.770913233,0.262663462,0.003006877
535.392,0.553293517,1.76141628,0.260269612,0.00305964
535.597,0.576707484,1.749080529,0.256568371,0.003337851
535.803,0.54013547,1.749482689,0.268349866,0.003101183
536.008,0.572159854,1.749991194,0.266839474,0.003148706
536.214,0.531173761,1.724112679,0.260348353,0.003231308
536.419,0.557915221,1.772171597,0.266684494,0.003108795
536.624,0.557908938,1.807527263,0.262061163,0.003114338
536.83,0.577869436,1.829773426,0.260996168,0.003224947
537.035,0.547996686,1.763125587,0.257745517,0.003124002
537.241,0.576949994,1.771087293,0.259112713,0.003086747
537.446,0.599029365,1.777680241,0.282747554,0.003028336
537.651,0.576227517,1.725672499,0.261630261,0.003345911
537.857,0.558209357,1.732044409,0.263090777,0.003056121
538.062,0.575291543,1.761687689,0.269519346,0.003486884
538.267,0.574896826,1.79222859,0.27559044,0.003127535
538.472,0.57164845,1.719453735,0.261116572,0.003101783
538.678,0.573465492,1.720175484,0.25515975,0.003147143
538.883,0.565950995,1.771234173,0.268622421,0.003218813
539.088,0.551475541,1.76630295,0.2631085,0.003305972
539.293,0.56742796,1.820950801,0.266831428,0.003083271
539.499,0.569418196,1.771527121,0.2543143,0.003312837
539.704,0.550262229,1.818865296,0.280780008,0.003060421
539.909,0.581016344,1.785953603,0.27391092,0.003218425
540.114,0.577679758,1.789998789,0.260003828,0.003213059
540.319,0.568778668,1.853049089,0.282434942,0.003152006
540.525,0.603335824,1.824852211,0.266650119,0.003394301
540.73,0.572963734,1.819665933,0.256949941,0.003280902
540.935,0.565566464,1.79128241,0.261243365,0.003429048
541.14,0.562148524,1.821154629,0.266419891,0.00322033
541.345,0.555402211,1.835347403,0.265647846,0.00303276
541.55,0.586776148,1.83057753,0.264767019,0.003236862
541.755,0.566274684,1.772275083,0.266417414,0.003277893
541.96,0.593313996,1.770888331,0.265149025,0.003107981
542.165,0.577125991,1.793212151,0.268896696,0.003216701
542.37,0.577355135,1.830289258,0.267983299,0.003487366
542.575,0.561218134,1.808374637,0.250564261,0.003320245
542.78,0.575786959,1.838327399,0.278831394,0.003195397
542.985,0.565607119,1.80219945,0.266297914,0.003233496
543.19,0.573208799,1.81691755,0.273262447,0.003149653
543.395,0.578489383,1.804089882,0.259471993,0.003216714
543.6,0.558442718,1.826783791,0.284916926,0.003321776
543.805,0.558399662,1.784008517,0.260830816,0.003213838
544.01,0.595091176,1.857140748,0.271618069,0.003244837
544.215,0.589968544,1.82865737,0.286877653,0.003376706
544.42,0.594566804,1.805488123,0.270470589,0.003363007
544.625,0.566657632,1.827780824,0.255538242,0.003444605
544.83,0.528835134,1.835263063,0.269877081,0.003293587
545.035,0.596769241,1.796593577,0.281127473,0.003304898
545.239,0.581363071,1.82784678,0.265680712,0.003183155
545.444,0.571822343,1.789540077,0.284896563,0.003137772
545.649,0.563294354,1.806006912,0.272195019,0.00335986
545.854,0.602608977,1.867888336,0.27985719,0.00334544
546.059,0.584529575,1.866493583,0.262556784,0.003199973
546.263,0.568548068,1.828072184,0.275321303,0.003299615
546.468,0.563540521,1.811126651,0.268345074,0.003227829
546.673,0.605225079,1.816572262,0.268150398,0.003288771
546.878,0.609970214,1.794522533,0.263526906,0.003286829
547.082,0.579927158,1.816535989,0.270840307,0.003140589
547.287,0.577549211,1.796480356,0.263447528,0.003367489
547.492,0.574023965,1.832519998,0.267103302,0.003149362
547.697,0.548622388,1.837378576,0.275197778,0.003348376
547.901,0.540713715,1.802343501,0.288244963,0.003332245
548.106,0.563709948,1.836277369,0.263144292,0.003217778
548.311,0.577518281,1.801876752,0.271437517,0.003272987
548.515,0.590163436,1.774715946,0.276973039,0.003357283
548.72,0.563725352,1.820540726,0.273515922,0.003165655
548.924,0.59102538,1.767030772,0.268317503,0.003185816
549.129,0.565816792,1.811029839,0.273119233,0.00350369
549.334,0.547907367,1.81544325,0.282282079,0.003186615
549.538,0.58302249,1.832326161,0.271061144,0.003205015
549.743,0.574453414,1.798981998,0.266939624,0.003232223
549.947,0.574151437,1.826906441,0.250330832,0.003488905
550.152,0.557174336,1.806490032,0.272836143,0.003179003
550.356,0.552405817,1.755740997,0.264492562,0.003201294
550.561,0.575920097,1.840428847,0.27022265,0.003232426
550.765,0.572691621,1.804340672,0.274542142,0.003267936
550.97,0.582258242,1.79971645,0.280092623,0.003349989
551.174,0.565883035,1.815948577,0.263765922,0.00319868
551.379,0.578843823,1.798237921,0.265204054,0.003013823
551.583,0.554144858,1.820945338,0.263803089,0.003170493
551.788,0.595392006,1.808935984,0.253214169,0.003210222
551.992,0.577839434,1.784216621,0.266414767,0.003120885
552.196,0.58776565,1.82332059,0.278781356,0.003133001
552.401,0.561858472,1.805826331,0.272904452,0.003137354
552.605,0.558155124,1.807924573,0.278202787,0.003091266
552.81,0.558732663,1.76419874,0.276750277,0.003199923
553.014,0.563826636,1.770980995,0.274761688,0.003213642
553.218,0.573302417,1.763881534,0.282621609,0.002994796
553.423,0.573660013,1.780550858,0.258932475,0.00335523
553.627,0.571525644,1.813493698,0.274592582,0.003235654
553.831,0.581349856,1.808606106,0.26692053,0.00333791
554.035,0.57373645,1.739563069,0.269413429,0.003155746
554.24,0.573839658,1.762189196,0.260277158,0.003050727
554.444,0.559473777,1.772862915,0.264236793,0.003093212
554.648,0.559961721,1.804931673,0.260799326,0.003324011
554.852,0.564163948,1.786349304,0.266913184,0.003157076
555.057,0.56886248,1.770125827,0.263468973,0.003191827
555.261,0.563924666,1.783211039,0.266195301,0.003396503
555.465,0.592677997,1.807341712,0.257804503,0.003342171
555.669,0.536388972,1.728870125,0.243964064,0.003035138
555.873,0.560438836,1.759833952,0.271481236,0.003052603
556.078,0.558808098,1.746222083,0.258203448,0.003077984
556.282,0.539309843,1.768165212,0.272769327,0.003069965
556.486,0.547129769,1.816195635,0.266942681,0.003025261
556.69,0.585279937,1.758531711,0.260788942,0.003417011
556.894,0.577381265,1.785559748,0.261230372,0.003165723
557.098,0.557595635,1.730194778,0.266138093,0.003221001
557.302,0.56000102,1.774178878,0.265759236,0.003104077
557.506,0.562093023,1.798157036,0.2757701,0.003244443
557.71,0.568570571,1.801063204,0.262770959,0.003334328
557.914,0.551976352,1.752736662,0.2552284,0.003110097
558.118,0.547974466,1.750132739,0.254868301,0.003018692
558.322,0.575425977,1.763991023,0.264529318,0.00307436
558.526,0.550449018,1.718549466,0.266130827,0.003030522
558.73,0.559865022,1.730860028,0.265832561,0.003088542
558.934,0.544882459,1.74702989,0.262625754,0.003051623
559.138,0.558709257,1.752283706,0.280671046,0.002976455
559.342,0.552654794,1.759411323,0.262310887,0.003194377
559.546,0.548607118,1.736509205,0.267911537,0.003094569
559.75,0.512060251,1.735660018,0.257079949,0.003144894
559.954,0.540512059,1.69345472,0.261923515,0.003090233
560.158,0.582347841,1.786732688,0.250125771,0.003072144
560.362,0.532568301,1.774712144,0.259959633,0.003148499
560.565,0.559814107,1.690795357,0.256778825,0.0030644
560.769,0.532172836,1.714869001,0.278714462,0.003072267
560.973,0.524555603,1.750771085,0.258102239,0.003102482
561.177,0.544073246,1.767202178,0.250765379,0.003089724
561.381,0.560223244,1.681699368,0.265090059,0.003285146
561.585,0.536316315,1.678588876,0.25872105,0.003132719
561.788,0.534655378,1.676603332,0.253020118,0.003187006
561.992,0.526581371,1.725259441,0.265267138,0.003090106
562.196,0.545060084,1.704631662,0.251603427,0.003176774
562.4,0.535287019,1.692985264,0.262271196,0.003194875
562.603,0.537839757,1.675720913,0.25127745,0.002977252
562.807,0.539704068,1.789658389,0.256724077,0.003053886
563.011,0.546499959,1.730191337,0.239971468,0.003207403
563.214,0.556651734,1.747361517,0.252104616,0.003041016
563.418,0.546172445,1.726283989,0.249236506,0.003086752
563.622,0.53662415,1.686617434,0.253602656,0.003106026
563.825,0.527270274,1.688368568,0.265909139,0.003064204
564.029,0.542328802,1.68214146,0.25541007,0.002977717
564.233,0.552974133,1.740771725,0.249273301,0.003083278
564.436,0.530137034,1.728187013,0.263205165,0.002981794
564.64,0.569593223,1.698030753,0.253554886,0.003055587
564.843,0.521823399,1.684146479,0.248514441,0.002977768
565.047,0.552778432,1.659189119,0.248927567,0.00297927
565.25,0.541452996,1.710446445,0.252684655,0.003054022
565.454,0.523790829,1.679145993,0.2604632,0.002934213
565.658,0.526101476,1.706601161,0.257049289,0.002917315
565.861,0.549024113,1.630757322,0.2420314,0.002980149
566.065,0.544811606,1.68310883,0.251510197,0.003066636
566.268,0.538296494,1.66608714,0.25123338,0.003046388
566.471,0.52147334,1.655101048,0.245108757,0.002833136
566.675,0.531372254,1.633702646,0.262957006,0.003176061
566.878,0.545969109,1.656646948,0.236601197,0.003162157
567.082,0.524370659,1.644443753,0.245529373,0.003103593
567.285,0.529149531,1.651194325,0.254942776,0.003145647
567.489,0.547987543,1.667123669,0.25198067,0.002921937
567.692,0.529640171,1.641042969,0.250368381,0.002968298
567.895,0.542773913,1.665732414,0.242665839,0.003059797
568.099,0.529420077,1.646712883,0.246199844,0.003117774
568.302,0.518139899,1.655593538,0.23725439,0.003050878
568.505,0.502105986,1.655882889,0.243873062,0.002886989
568.709,0.530314919,1.638891551,0.247138244,0.002989021
568.912,0.510959838,1.653459618,0.249093531,0.003172146
569.115,0.499244336,1.639871695,0.253212992,0.003084188
569.319,0.511372354,1.681045183,0.243658928,0.003020732
569.522,0.541893752,1.65987191,0.24718417,0.002985841
569.725,0.526023584,1.672018542,0.251483043,0.003103046
569.928,0.490436265,1.629362792,0.232405796,0.002870723
570.132,0.502134793,1.614510223,0.248940684,0.003067659
570.335,0.525653407,1.629021593,0.257031857,0.00299872
570.538,0.515294572,1.629338608,0.222600828,0.002942658
570.741,0.499917965,1.612189825,0.24370186,0.002791826
570.944,0.531972296,1.640440103,0.242518768,0.002941883
571.148,0.500297993,1.620156636,0.246717839,0.002965238
571.351,0.510376257,1.610826285,0.23780321,0.002993218
571.554,0.529990132,1.616260044,0.248669853,0.002894468
571.757,0.501771793,1.609665723,0.240104937,0.002860977
571.96,0.545785005,1.629925772,0.237584831,0.002906092
572.163,0.518790104,1.599611137,0.236313414,0.002990269
572.366,0.478083724,1.602942975,0.231949665,0.00284928
572.569,0.495341201,1.611644701,0.24187019,0.002978566
572.772,0.517956602,1.576061667,0.241913175,0.002871009
572.975,0.508021814,1.610612719,0.235683547,0.002880555
573.178,0.510757418,1.616373045,0.242267679,0.002831475
573.381,0.513688022,1.588426801,0.227764014,0.002860436
573.584,0.495588666,1.660925577,0.236943596,0.002755883
573.787,0.483797765,1.604374928,0.229701791,0.002839975
573.99,0.50212535,1.589342736,0.23213948,0.00283496
574.193,0.503709557,1.628078642,0.231401887,0.003024562
574.396,0.514256821,1.587391057,0.229645134,0.002917135
574.599,0.516724856,1.525292448,0.248206953,0.002831862
574.802,0.512829675,1.564497354,0.236249325,0.002725325
575.005,0.505473373,1.574840125,0.235695472,0.00280252
575.208,0.49747858,1.569563183,0.229491787,0.002656459
575.411,0.504725787,1.584067294,0.235369498,0.002844896
575.614,0.497550606,1.574082856,0.229435761,0.002841833
575.817,0.500825313,1.502850273,0.230786984,0.002826552
576.019,0.487020543,1.57130559,0.244883678,0.002940068
576.222,0.485642148,1.554197275,0.22659415,0.002764689
576.425,0.504700791,1.581912798,0.24560371,0.00276523
576.628,0.488191286,1.562551945,0.239084853,0.002535343
576.831,0.476463706,1.573552055,0.228757063,0.002843849
577.033,0.498542579,1.569870266,0.228933778,0.002643088
577.236,0.51170311,1.583703347,0.245203941,0.002816505
577.439,0.490962195,1.576359728,0.222291567,0.002773055
577.642,0.505895727,1.567105264,0.233703472,0.002863341
577.844,0.486392383,1.506584095,0.236356548,0.002935735
578.047,0.498053641,1.461380288,0.222184675,0.002691885
578.25,0.495771679,1.540481344,0.226798631,0.002764152
578.452,0.464608112,1.542066432,0.227512699,0.002819528
578.655,0.498849759,1.514177042,0.222863577,0.002685569
578.858,0.470721156,1.519489738,0.235748038,0.002833755
579.06,0.496629824,1.524507994,0.222456477,0.002838964
579.263,0.472263223,1.506804216,0.227411178,0.002576276
579.465,0.475696364,1.485704754,0.23319147,0.002785047
579.668,0.475994279,1.538638103,0.215851765,0.002769575
579.871,0.482746206,1.481711598,0.230162782,0.002797986
580.073,0.475066883,1.504912746,0.226630804,0.002693029
580.276,0.482469561,1.521867437,0.223037308,0.002688393
580.478,0.473181813,1.450550494,0.216355832,0.002708544
580.681,0.47347851,1.513198304,0.23570899,0.002604035
580.883,0.478123854,1.515110547,0.222420569,0.002817845
581.086,0.494098124,1.526661067,0.233632182,0.00294536
581.288,0.483552123,1.453081529,0.224402772,0.002765973
581.491,0.469661756,1.496681434,0.234451451,0.002681309
581.693,0.454241636,1.540131195,0.216866499,0.00274405
581.896,0.46472183,1.457051281,0.22279207,0.002597843
582.098,0.484114877,1.495966185,0.21556449,0.002711557
582.301,0.482275957,1.436743753,0.21355195,0.002744003
582.503,0.474350777,1.514155329,0.221175596,0.002660548
582.705,0.478629598,1.491298883,0.210195267,0.002627999
582.908,0.463419752,1.420132582,0.221782318,0.002697913
583.11,0.460074959,1.473942558,0.222051043,0.002777517
583.312,0.460634066,1.483869865,0.204255795,0.002657247
583.515,0.480553147,1.436584359,0.211497665,0.002717235
583.717,0.472525287,1.432822062,0.221938106,0.00254685
583.919,0.432864733,1.49557321,0.234880521,0.002450329
584.122,0.475251531,1.432478587,0.216551428,0.002691098
584.324,0.486426982,1.393530567,0.224375689,0.002641124
584.526,0.460539429,1.465931632,0.204046773,0.002562931
584.728,0.461125591,1.417726265,0.213879153,0.002538996
584.931,0.464121639,1.431234766,0.197419912,0.00246446
585.133,0.455489725,1.408096538,0.212871354,0.002629151
585.335,0.431607905,1.395113036,0.217006268,0.002475821
585.537,0.443804146,1.386174664,0.20882139,0.002297563
585.74,0.460248273,1.462476569,0.207639095,0.002568745
585.942,0.46803426,1.408430819,0.199384688,0.002555228
586.144,0.478235603,1.426758943,0.210384132,0.002720691
586.346,0.442203422,1.369515631,0.210014281,0.002508233
586.548,0.458968379,1.41094961,0.213046316,0.002656049
586.75,0.408627068,1.401219922,0.19992626,0.00248461
586.952,0.421286271,1.404811435,0.213728133,0.0025645
587.154,0.445256584,1.355390034,0.204754885,0.002539444
587.357,0.429318555,1.362830925,0.216073777,0.002531663
587.559,0.467561469,1.4020951,0.21688923,0.002660429
587.761,0.423272771,1.375844125,0.209682127,0.002360265
587.963,0.460010107,1.390248942,0.2109816,0.002591123
588.165,0.447974274,1.401628943,0.206365944,0.002579559
588.367,0.46663817,1.370915927,0.203237797,0.002497429
588.569,0.40345008,1.360109292,0.212083776,0.002592098
588.771,0.442206721,1.340945174,0.200490657,0.002614128
588.973,0.458015463,1.337626999,0.19550452,0.002702481
589.175,0.45077543,1.379809118,0.213266884,0.002472356
589.377,0.438883011,1.380834983,0.198734234,0.002502775
589.578,0.425917527,1.316697503,0.20448674,0.002418402
589.78,0.422598172,1.357706416,0.198432049,0.002579656
589.982,0.435148328,1.343524759,0.205279869,0.002395334
590.184,0.439681006,1.33750343,0.189801039,0.002510928
590.386,0.431892329,1.365212211,0.20330385,0.002506466
590.588,0.436507015,1.352343715,0.18736483,0.002504405
590.79,0.441478381,1.337414809,0.210049864,0.002372474
590.992,0.416589289,1.352737833,0.202104067,0.002613376
591.193,0.447496274,1.356050513,0.194909875,0.002422255
591.395,0.419702536,1.344718133,0.196661384,0.002483352
591.597,0.418045703,1.380199604,0.199094824,0.002425828
591.799,0.423035987,1.364820056,0.211949174,0.002412469
592,0.425232468,1.349552219,0.208922071,0.002344713
592.202,0.439230767,1.33685974,0.196216868,0.002328734
592.404,0.422422855,1.371013643,0.191033129,0.002223241
592.606,0.417645491,1.301800579,0.198896074,0.002563452
592.807,0.409325871,1.343497016,0.182571694,0.00226636
593.009,0.432580901,1.331230078,0.19171648,0.002204319
593.211,0.425817803,1.311217661,0.205708922,0.002465711
593.412,0.434179437,1.311457123,0.203319915,0.002430866
593.614,0.407988503,1.327545492,0.200552814,0.002458137
593.816,0.415101477,1.283492714,0.199837731,0.002501603
594.017,0.414725457,1.288296616,0.200019812,0.002307929
594.219,0.429715245,1.351403303,0.201552014,0.002493584
594.421,0.4128848,1.329036534,0.185268416,0.002469225
594.622,0.419376326,1.366735348,0.184243434,0.002455136
594.824,0.425390184,1.316236367,0.200046405,0.002432047
595.025,0.429520988,1.300171857,0.185788095,0.002285134
595.227,0.399243179,1.263089232,0.187138311,0.00232642
595.428,0.410570689,1.298542985,0.189033394,0.002498769
595.63,0.420753185,1.254272863,0.191393109,0.002342146
595.831,0.414372826,1.304007948,0.19807101,0.002253639
596.033,0.413398898,1.306071433,0.195524753,0.002324168
596.234,0.439898823,1.27789041,0.202726753,0.002439228
596.436,0.407366411,1.306251235,0.200135262,0.002315338
596.637,0.425122107,1.3100677,0.196641453,0.002490865
596.839,0.395785029,1.310421555,0.194527551,0.00234495
597.04,0.415237669,1.323460387,0.189024927,0.002328492
597.241,0.395996853,1.315771803,0.180149811,0.00232754
597.443,0.434815878,1.310337718,0.197564598,0.002312263
597.644,0.402548717,1.302451435,0.197571856,0.002447835
597.846,0.414731698,1.299157568,0.185572379,0.002312718
598.047,0.401925274,1.284375075,0.190549569,0.002410927
598.248,0.390925484,1.274974017,0.185394578,0.002276582
598.45,0.413660411,1.279334903,0.192378034,0.002292163
598.651,0.420271608,1.33135485,0.187202963,0.002280377
598.852,0.42099789,1.245522588,0.181395819,0.002280163
599.053,0.392132505,1.245201163,0.193304992,0.002172006
599.255,0.396977027,1.27806492,0.182205598,0.002325994
599.456,0.411925509,1.317759351,0.18950572,0.002312595
599.657,0.397452611,1.264270227,0.193438808,0.002188619
599.858,0.393418594,1.265018588,0.192702137,0.002308225
600.06,0.405596361,1.290443914,0.19266299,0.002274544
600.261,0.399742603,1.25130427,0.192783551,0.002259249
600.462,0.422061402,1.264048126,0.190318545,0.002251914
600.663,0.405665913,1.241186199,0.187714447,0.002295452
600.864,0.413362191,1.280360768,0.186029059,0.002305677
